Institution Name,Main Office,Branch Name,Established Date (MMDDYYY),Acquired Date(MMDDYYY),Street Address,County,State,Zipcode,Latitude,Longitude,2010 Deposits,2011 Deposits,2012 Deposits,2013 Deposits,2014 Deposits,2015 Deposits,2016 Deposits
Citi Bank,0,boston branch,4 de enero de 2003,08/16/2008,"50 ROWES WHARF, FLOOR 4",Suffolk,MA,2110,42.35597,-71.04981,0,0,0,0,0,0,0
Citi Bank,0,milford (ford street) branch,09/16/1967,07/14/1996,370 BOSTON POST ROAD,New Haven,CT,6460,41.22554,-73.07122,82623,83772,86838,86705,87268,89086,99210
Citi Bank,0,milford banking center branch,7 de enero de 2010,,1651 BOSTON POST ROAD,,CT,6460,41.24752,-73.02523,,5102,11847,18696,24017,28134,33414
Citi Bank,0,monroe ct branch,8 de agosto de 1979,07/14/1996,456 MONROE TURNPIKE,Fairfield,CT,6468,41.31428,-73.21837,63203,66795,68238,76666,79725,82839,84911
Citi Bank,0,newtown branch,12/28/1974,07/14/1996,30 CHURCH HILL ROAD,Fairfield,CT,6470,41.41458,-73.30159,51729,58509,65722,76224,84761,87607,100543
Citi Bank,0,boston post road & racebrook banking center,12 de agosto de 2009,,262 BOSTON POST ROAD,New Haven,CT,6477,41.26741,-73.00073,11091,22112,35691,47681,70920,76043,82218
Citi Bank,0,shelton branch,7 de octubre de 1982,07/14/1996,675 BRIDGEPORT AVENUE,Fairfield,CT,6484,41.27746,-73.12147,67941,62727,69288,70702,85380,82786,93207
Citi Bank,0,southbury green banking ctr branch,11 de julio de 2011,,775 MAIN STREET SOUTH,New Haven,CT,6488,41.46081,-73.23458,,,6638,16482,27050,35887,45501
Citi Bank,0,new haven church street branch,12/15/1986,07/14/1996,234 CHURCH STREET,New Haven,CT,6510,41.30935,-72.92335,98624,91812,109615,118269,125632,138889,189656
Citi Bank,0,woodbridge amity rte 15 branch,04/17/2013,,149 AMITY ROAD,New Haven,CT,6515,,,,,,1758,11312,18187,28222
Citi Bank,0,bridgeport west side branch,4 de febrero de 1962,07/14/1996,1460 STATE STREET,Fairfield,CT,3324125,41.16995,-73.21084,16450,15577,15988,16648,17842,19279,20215
Citi Bank,0,bridgeport north end branch,1 de marzo de 1949,07/14/1996,2125 MAIN STREET,Fairfield,CT,,41.19223,-73.19738,91824,84917,84803,89759,87182,90983,93821
Citi Bank,0,bridgeport boston avenue branch,11 de junio de 1958,07/14/1996,123 BOSTON AVENUE,Fairfield,CT,6610,41.20225,-73.18715,32025,33208,30830,34204,33075,36483,37338
CITIBANK,0,trumbull quality street branch,12 de noviembre de 1965,07/14/1996,"80 QUALITY STREET, TOWN HALL SC",Fairfield,CT,6611,41.25599,-73.21702,55558,58377,60524,59755,63373,66116,69359
CITIBANK,0,trumbull center banking center branch,10/19/2009,,958 WHITE PLAINS ROAD,,CT,6611,41.24519,-73.19697,50863,52934,56835,60412,59201,61880,61292
CITIBANK,0,stratford barnum avenue branch,8 de junio de 1959,07/14/1996,2855 MAIN STREET,Fairfield,CT,6614,41.19947,-73.13164,107234,108717,107494,103394,104079,105200,166129
CITIBANK,0,bethel library place bnkg ctr branch,4 de febrero de 2008,,9 DURANT AVE,Fairfield,CT,6801,41.37748,-73.41736,11762,15404,18279,21514,29568,32838,36854
CITIBANK,0,cos cob banking center branch,2 de octubre de 2012,,371 EAST PUTNAM AVENUE,Fairfield,CT,6807,41.03939,-73.59661,,,6792,18412,28279,32886,38415
CITIBANK,0,stony hill branch,09/24/1966,07/14/1996,111 NEWTON ROAD,Fairfield,CT,6810,41.41452,-73.4063,110704,118522,126303,134272,129342,133807,144766
CITIBANK,0,danbury shoprite branch,06/30/1998,,"1-A PADANARAMA ROAD, NORTH STREET SC",Fairfield,CT,6811,41.42438,-73.48288,23256,23621,26519,30861,32064,36867,38119
CITIBANK,0,danbury lake ave branch,09/25/2008,,42 LAKE AVE EXT,,CT,6811,41.44298,-73.48866,9006,12077,14088,28552,22340,21664,25836
CITIBANK,0,federal road danbury,3 de abril de 2014,,99 FEDERAL ROAD,,CT,6811,41.42785,-73.41758,,,,,6148,13003,23440
CITIBANK,0,darien branch,10 de mayo de 1979,07/14/1996,454 POST ROAD,Fairfield,CT,6820,41.08477,-73.46233,142841,145601,145549,166939,179178,176695,179940
CITIBANK,0,noroton heights banking ctr branch,12/16/2009,,165 NOROTON AVENUE,Fairfield,CT,6820,41.06962,-73.49136,11497,30110,38286,47355,60487,66943,78550
CITIBANK,0,fairfield center branch,6 de enero de 1937,07/14/1996,1401 POST ROAD,Fairfield,CT,6824,41.14153,-73.25641,210069,260132,286163,275514,262630,249255,271962
CITIBANK,0,greenfield hill branch,07/31/1973,07/14/1996,161 HILLSIDE ROAD,Fairfield,CT,6824,41.16264,-73.28397,66475,66670,67826,69132,79192,73426,89757
CITIBANK,0,fairfield kings crossing bnk ctr branch,11/18/2011,,340 GRASMERE AVENUE,Fairfield,CT,6824,41.15678,-73.24153,,,4025,8500,11563,14056,14990
CITIBANK,0,fairfield woods branch,03/15/1969,07/14/1996,2272 BLACK ROCK TURNPIKE,Fairfield,,6825,41.18273,-73.25433,109559,113381,118833,122273,123641,130116,142158
CITIBANK,0,greenwich financial center branch,07/15/1987,07/14/1996,3A PICKWICK PLAZA,Fairfield,,6830,41.03016,-73.62546,245289,230703,303529,322360,372310,323202,337303
CITIBANK,0,mason street private banking branch,3 de febrero de 1998,,"191 MASON STREET, ELM STREET",Fairfield,,6830,41.0255,-73.6242,0,0,0,0,0,0,0
CITIBANK,0,greenwich avenue branch,10 de enero de 1954,10/01/2006,197 GREENWICH AVENUE,,,6830,41.02771,-73.62612,56095,58215,80322,81313,102330,96767,110893
CITIBANK,0,west putnam and valley branch,5 de mayo de 1973,10/01/2006,500 WEST PUTNAM AVENUE,,,6830,41.0186,-73.6454,62905,75418,72121,81385,86619,99170,97109
CITIBANK,0,greenwich deerfield branch,10 de enero de 2006,,111 W PUTNAM AVE,,,6830,41.02782,-73.62979,169426,182927,180158,169807,195031,314088,333926
CITIBANK,0,glenville branch,11 de diciembre de 1963,10/01/2006,21 GLENVILLE STREET,,,6831,41.03841,-73.66705,31214,39732,44050,48032,49076,52670,56826
CITIBANK,0,banksville branch,12 de marzo de 1973,10/01/2006,1073 NORTH STREET,,,6831,,,29327,40376,30910,32280,42435,49498,42729
CITIBANK,0,new canaan branch,01/01/1859,07/14/1996,21 EAST AVENUE,Fairfield,,6840,41.14704,-73.49212,296742,338142,354297,340874,347820,381782,382113
CITIBANK,0,new canaan drive-in branch,05/18/1974,07/14/1996,21 EAST AVENUE,Fairfield,,6840,41.14763,-73.49227,0,0,0,0,0,0,0
CITIBANK,0,norwalk waypointe branch,04/14/2015,,515 WEST AVENUE,Fairfield,,6850,41.11189,-73.41648,,,,,,399,3888
CITIBANK,0,south norwalk branch,8 de mayo de 1957,07/14/1996,50 WASHINGTON STREET,Fairfield,,6854,41.09897,-73.4188,32356,33316,36294,40144,38526,40447,44791
CITIBANK,0,greenwich branch,10/14/1994,10/01/2006,260 SOUND BEACH AVENUE,Fairfield,CT,6870,41.02992,-73.56706,41865,35777,51244,48316,55730,62114,59814
CITIBANK,0,ridgefield branch,11/13/1971,07/14/1996,92-98 GROVE STREET,Fairfield,CT,6877,41.28963,-73.497,111460,136416,138322,148903,143429,146849,161742
CITIBANK,0,riverside branch,8 de septiembre de 1973,10/01/2006,1150 EAST PUTNAM AVENUE,Fairfield,CT,6878,41.04109,-73.58244,206319,203030,265043,269769,270547,264501,264519
CITIBANK,0,westport main street branch,7 de febrero de 1984,07/14/1996,184 MAIN STREET,Fairfield,CT,6880,41.14397,-73.36171,180522,170549,201507,224984,209499,196850,256422
CITIBANK,0,greens farms branch,12 de enero de 1989,07/14/1996,1090 POST ROAD EAST,,CT,6880,41.13894,-73.32742,93672,97949,97217,107338,138597,129123,125597
CITIBANK,0,southport branch,09/23/1994,10/01/2006,292 PEQUOT AVENUE,Fairfield,CT,6890,41.1368,-73.2835,53412,62211,75891,93442,73647,84104,94666
CITIBANK,0,south wilton branch,09/27/1969,07/14/1996,34 DANBURY ROAD,Fairfield,CT,6897,41.16495,-73.41807,79170,83522,84900,110853,110466,106259,108628
CITIBANK,0,wilton center branch,9 de septiembre de 1978,07/14/1996,33 OLD RIDGEFIELD ROAD,,CT,6897,41.19454,-73.43425,240293,203817,205715,198059,219863,209799,244160
CITIBANK,0,georgetown danbury road banking center,06/26/2012,,920 DANBURY ROAD,,CT,6897,41.25628,-73.43505,,,104,6498,13711,15846,28415
CITIBANK,0,stamford prospect street branch,06/21/1982,07/14/1996,45 PROSPECT STREET,Fairfield,CT,6901,41.05757,-73.53729,204954,214910,238414,262654,260571,267904,320712
CITIBANK,0,high ridge road branch,11/19/2001,,1037 HIGH RIDGE ROAD,,CT,6905,41.1059,-73.54814,89424,95198,118332,132145,142598,147336,149729
CITIBANK,0,stamford newfield avenue branch,2 de mayo de 2014,,559 NEWFIELD AVENUE,Fairfield,CT,6905,41.0794,-73.53387,,,,,4129,13931,19217
CITIBANK,0,avenel branch,1 de enero de 1919,09/25/2008,1342 ST. GEORGES AVENUE,Middlesex,NJ,7001,40.58445,-74.29272,89958,91984,88780,94738,93102,98858,112745
CITIBANK,0,bayonne 20th st branch,12/18/2006,,439 BROADWAY,,NJ,7002,40.66199,-74.11997,17225,35269,49181,58591,68001,100148,101846
CITIBANK,0,bayonne 30th st branch,1 de enero de 1919,09/25/2008,650 BROADWAY,Hudson,NJ,7002,40.66929,-74.11368,62211,57038,63175,66019,69429,73668,81416
CITIBANK,0,fairfield corp ctr middle mkt branch,10 de septiembre de 2000,,695 ROUTE 46 WEST,,NJ,7004,40.89175,-74.26891,0,0,0,0,0,0,0
CITIBANK,0,fairfield passaic branch,06/25/1984,10/01/2006,387 PASSAIC AVENUE,Essex,NJ,7004,40.88785,-74.27316,50048,59282,60490,60209,67343,81811,86016
CITIBANK,0,boonton branch,11/29/1954,12/01/1996,"530 MYRTLE AVENUE, A&P",,NJ,7005,40.9288,-74.42096,53328,60372,59421,67595,116456,71961,73840
CITIBANK,0,boonton monroe branch,5 de septiembre de 1970,10/01/2006,100 MONROE STREET,Morris,NJ,,40.90141,-74.40721,29873,29923,34713,37531,41752,46139,49274
CITIBANK,0,west caldwell branch,10 de mayo de 1959,12/01/1996,865 BLOOMFIELD AVENUE,Essex,nj,3324125,40.85119,-74.29807,123835,127054,143366,155333,169912,185715,189413
CITIBANK,0,cedar grove pompton branch,12 de junio de 2011,,664 POMPTON AVENUE,Essex,nj,3324125,40.85584,-74.23026,,,7848,14879,21634,28451,31842
CITIBANK,0,clifton branch,05/19/1980,12/01/1996,1459 MAIN AVENUE,Passaic,nj,,40.8839,-74.1485,41989,45516,50481,45931,49670,52560,60759
CITIBANK,0,clifton van houten branch,10/14/1987,10/01/2006,963 VAN HOUTEN AVENUE,Passaic,nj,7013,40.86506,-74.16056,56476,55505,64738,74177,84919,94504,111818
CITIBANK,0,cranford banking center branch,12/31/2007,,40 SOUTH AVENUE WEST,Union,nj,7016,40.65397,-74.30908,22447,23883,44306,49455,54427,57798,68154
CITIBANK,0,edgewater branch,6 de noviembre de 1984,10/01/2006,725 RIVER ROAD,Bergen,nj,7020,40.82016,-73.97743,39112,47513,62263,74773,75840,90287,86794
CITIBANK,0,river rd and tower dr branch,1 de enero de 1919,09/25/2008,950 RIVER ROAD,Bergen,nj,7020,40.82737,-73.9733,60645,62922,73468,79549,107409,146355,154517
CITIBANK,0,fairview branch,05/22/1999,09/25/2008,153 BERGEN BLVD,Bergen,nj,7022,40.81632,-74.00224,22591,22162,23525,25528,27420,28334,29788
CITIBANK,0,fort lee branch,11/30/1994,12/01/1996,188-190 MAIN STREET,Bergen,nj,7024,40.85103,-73.96942,193690,235424,227850,251566,268848,281802,331177
CITIBANK,0,garfield branch,10 de enero de 1956,10/01/2006,136 PASSAIC STREET,Bergen,nj,7026,40.86695,-74.10341,32208,34993,36887,43118,54652,110459,105289
CITIBANK,0,hoboken branch,03/28/2004,,125 RIVER STREET,Hudson,nj,7030,40.73776,-74.02851,105179,123533,131385,168615,178354,206034,249386
CITIBANK,0,hoboken 14th st and garden branch,11/20/2006,09/25/2008,200 14TH STREET,Hudson,nj,7030,40.75364,-74.0284,15106,17969,33769,27874,85210,86723,111318
CITIBANK,0,north arlington branch,3 de febrero de 1953,10/01/2006,23 RIDGE ROAD,Bergen,nj,7031,40.78255,-74.1379,80765,98248,83671,72514,94590,98806,98370
CITIBANK,0,kearny banking center branch,04/28/2005,,272 KEARNY AVAENUE,Hudson,nj,7032,40.76035,-74.15104,15123,19384,19959,24610,29036,30949,36124
CITIBANK,0,kearny ave branch,1 de diciembre de 1987,10/01/2006,11 KEARNY AVENUE,Hudson,nj,7032,40.7528,-74.1573,20000,27378,26263,31094,33430,37660,43826
CITIBANK,0,lake hiawatha branch,2 de enero de 1966,12/01/1996,53 NORTH BEVERWYCK ROAD,Morris,nj,7034,40.88016,-74.38229,167402,124592,131894,146354,166895,172558,189701
CITIBANK,0,linden branch,12/30/2004,,235 NORTH WOOD AVENUE,Union,NJ,7036,40.63136,-74.25397,13363,21632,29860,31983,34785,33243,30172
CITIBANK,0,livingston banking center branch,10/15/2009,,56 WEST MOUNT PLEASANT AVENUE,Essex,NJ,7039,40.78218,-74.34523,19726,43186,83137,96029,100480,115261,163511
CITIBANK,0,millburn banking center branch,5 de marzo de 2006,,279 MILLBURN AVENUE,Essex,NJ,7041,40.72446,-74.30278,99267,134003,170213,190475,194190,204693,234945
CITIBANK,0,millburn driveup branch,10/25/1988,10/01/2006,281 MILLBURN AVENUE,,NJ,7041,40.7245,-74.30323,53826,50556,48380,45648,42536,45575,44994
CITIBANK,0,montclair branch,7 de octubre de 1970,12/01/1996,19 NORTH FULLERTON AVENUE,,NJ,7042,40.81424,-74.21802,172421,177839,183163,204310,207750,231329,254090
CITIBANK,0,watchung plaza branch,1 de octubre de 1936,12/01/1996,17 WATCHUNG PLAZA,,NJ,7042,40.8298,-74.20627,100446,100831,110452,114692,123842,135456,136531
CITIBANK,0,montclair - private banking branch,7 de enero de 1997,,483 BLOOMFIELD AVENUE,,NJ,7042,40.81432,-74.21802,0,0,0,0,0,0,0
CITIBANK,0,montclair drive-in branch,7 de enero de 1997,,19 NORTH FULLERTON AVENUE,Essex,NJ,7042,40.81478,-74.21706,0,0,0,0,0,0,0
CITIBANK,0,upper montclair branch,12/23/1957,12/01/1996,580 VALLEY ROAD,Essex,NJ,7043,40.8412,-74.20817,140208,151930,155258,164398,167857,183944,197159
CITIBANK,0,upper montclair drive-in branch,7 de enero de 1997,,580 VALLEY ROAD,Essex,NJ,7043,40.84024,-74.20788,0,0,0,0,0,0,0
CITIBANK,0,verona branch,10 de enero de 1951,12/01/1996,566 BLOOMFIELD AVENUE,Essex,NJ,,40.83177,-74.24552,65056,68704,71853,81304,89422,99164,100049
CITIBANK,0,verona pompton branch,15 de junio de 1989,10/01/2006,30 POMPTON AND CLAREMONT AVENUE,Essex,NJ,,40.82603,-74.2303,37639,35814,39032,39310,44444,47714,51196
CITIBANK,0,north bergen branch,3 de febrero de 1992,10/01/2006,8101 TONNELLE AVENUE,Hudson,NJ,7047,40.80807,-74.01565,17168,20383,25064,25845,30558,32172,37787
CITIBANK,0,orange - main street branch,9 de agosto de 2003,09/25/2008,300 MAIN STREET,Essex,NJ,7050,40.77217,-74.22973,8905,10048,12579,15676,17461,19039,22630
CITIBANK,0,parsippany road branch,01/30/1967,12/01/1996,100 PARSIPPANY ROAD,Morris,NJ,7054,40.8617,-74.42637,142325,149683,157221,167660,190290,183304,213111
CITIBANK,0,passaic - main avenue branch,12/19/2005,09/25/2008,620 MAIN AVENUE,Passaic,NJ,7055,40.86005,-74.12499,11261,14041,17772,21083,23743,26291,28992
CITIBANK,0,wallington branch,09/30/1955,10/01/2006,93 MAIN AVENUE,Bergen,NJ,7057,40.85493,-74.11415,48801,44596,47836,51948,53836,56737,62044
CITIBANK,0,mount pleasant branch,03/15/1971,10/01/2006,2 MOUNT PLEASANT AVENUE,,NJ,7057,40.84504,-74.10848,46634,45620,47952,52550,57534,62872,66701
CITIBANK,0,warren mt bethel rd branch,01/23/2009,,"9 MOUNT BETHEL RD, STE 211",Somerset,NJ,7059,40.617,-74.49527,35031,42350,56613,77506,92201,123792,127187
CITIBANK,0,plainfield banking center branch,09/29/2005,,200 WEST 2ND STREET,Union,NJ,7060,40.61736,-74.42363,8995,9410,11260,13494,14393,15835,17713
CITIBANK,0,roseland branch,1 de septiembre de 1989,10/01/2006,28 EISENHOWER PARKWAY,Essex,NJ,7068,40.81997,-74.32789,27676,30782,34143,39720,41115,42274,43711
CITIBANK,0,watchung branch,5 de agosto de 2008,,1605 US HWY 22,Somerset,NJ,7069,40.64346,-74.41269,22361,32344,34667,38379,39562,41205,49607
CITIBANK,0,watching circle banking ctr branch,10/26/2011,,60 STIRLING ROAD,Somerset,NJ,7069,40.63782,-74.45284,,,9328,16963,23140,36203,40420
CITIBANK,0,rutherford branch,8 de agosto de 1994,10/01/2006,24 PARK AVENUE,Bergen,NJ,7070,40.82816,-74.10206,46734,54514,58574,62741,132733,122112,115932
CITIBANK,0,ridge branch,2 de mayo de 1934,10/01/2006,301 RIDGE ROAD,Bergen,NJ,7071,40.80851,-74.11875,37940,49739,48875,56145,90732,92706,105457
CITIBANK,0,east rutherford branch,1 de mayo de 1934,10/01/2006,90 HACKENSACK STREET,Bergen,NJ,7073,40.83304,-74.09461,35033,40381,44182,79238,113711,119413,126097
CITIBANK,0,short hills branch,12/23/1963,12/01/1996,800 MORRIS TURNPIKE,Essex,NJ,7078,40.72156,-74.3348,202419,211621,209057,231591,249486,267784,281142
CITIBANK,0,south orange branch,12/13/2004,09/25/2008,18 S. ORANGE AVENUE,Essex,NJ,7079,40.74611,-74.25905,18360,19203,26936,31455,35641,40917,51278
CITIBANK,0,south plainfield banking ctr branch,03/31/2008,,5201 STELTON ROAD,Middlesex,NJ,7080,40.54737,-74.42827,14722,20596,28262,35907,44541,59956,71827
CITIBANK,0,union stuyvesant branch,05/18/2009,,1224 STUYVESANT AVE,Union,NJ,7083,40.69911,-74.26624,2887,5039,6078,8774,9713,11610,69095
CITIBANK,0,union city branch,05/17/1989,10/01/2006,"3196 KENNEDY BOULEVARD, KENNEDY CENTER",Hudson,NJ,7087,40.77502,-74.03182,31559,37728,43099,44499,45674,51781,86866
CITIBANK,0,westfield branch,4 de julio de 1986,12/01/1996,302 EAST BROAD STREET,Union,NJ,7090,40.65332,-74.34667,176007,179277,216742,341143,315539,321627,296201
CITIBANK,0,bergenline branch,06/27/2005,09/25/2008,4921 BERGENLINE AVENUE,Hudson,NJ,7093,40.78268,-74.02101,22134,26171,31476,35891,40965,47931,53359
CITIBANK,0,harmon tower branch,01/25/1974,10/01/2006,1 HARMON PLAZA,,NJ,7094,40.79376,-74.06898,41257,59694,66824,74288,99026,109978,98697
CITIBANK,0,harmon meadow branch,11/17/1982,10/01/2006,450 PLAZA DRIVE,Hudson,NJ,7094,40.78096,-74.06598,36161,35169,76496,93687,78698,159505,170117
CITIBANK,0,woodbridge shopping center branch,12/27/2007,,877 SAINT GEORGE AVENUE,Middlesex,NJ,7095,40.56963,-74.29123,11315,19697,21637,25496,25844,29492,73025
CITIBANK,0,newark branch,03/25/2002,,744 BROAD STREET,Essex,NJ,7102,40.73674,-74.17122,14356,17701,20018,22337,26155,26562,27280
CITIBANK,0,newark - broad & fulton branch,06/27/2005,09/25/2008,570 BROAD STREET,Essex,NJ,7102,40.74219,-74.16912,45921,53185,40051,34301,29637,32693,36027
CITIBANK,0,belleville franklin street branch,5 de mayo de 2003,09/25/2008,181 FRANKLIN STREET,Essex,NJ,7109,40.79128,-74.17112,25479,25715,30213,32537,35084,39490,44399
CITIBANK,0,nutley center st branch,1 de enero de 1919,09/25/2008,351 CENTRE ST.,Essex,NJ,7110,40.8143,-74.16077,116410,107756,109445,115854,121144,124600,150074
CITIBANK,0,roselle branch,12/17/2007,09/25/2008,700 EAST 1ST AVENUE,Union,NJ,7203,40.66255,-74.2452,11627,12820,16947,20079,23039,27444,31872
CITIBANK,0,hillside branch,06/29/1985,12/01/1996,1152 LIBERTY AVENUE,Union,NJ,7205,40.69359,-74.23662,66249,70625,72212,68286,66298,73105,73988
CITIBANK,0,elizabeth north broad banking ctr branch,04/30/2012,,339 NORTH BROAD STREET,Union,NJ,7208,40.67018,-74.21563,,,12044,13888,16052,17864,20146
CITIBANK,0,christopher columbus branch,12 de enero de 2008,,56 CHRISTOPHER COLUMBUS DR,Hudson,NJ,7302,40.71725,-74.03502,35824,56281,68250,75036,91000,119275,148489
CITIBANK,0,journal square branch,03/24/1988,10/01/2006,2 JOURNAL SQUARE PLZ,Hudson,NJ,7306,40.73295,-74.06325,43341,50919,60741,71646,82040,101025,141597
CITIBANK,0,the heights branch,06/17/2008,09/25/2008,374 CENTRAL AVENUE,Hudson,NJ,7307,40.74764,-74.04814,5504,7461,10264,15659,18966,22217,27609
CITIBANK,0,newport center branch,6 de octubre de 2002,,575 WASHINGTON BOULEVARD,Hudson,NJ,7310,40.72702,-74.03488,125007,136387,151238,187103,209050,234512,288589
CITIBANK,0,custodial trust company branch,12/24/1984,10/14/2011,575 WASHINGTON BOULEVARD,Hudson,nj,7310,40.72702,-74.03488,,,0,0,0,0,0
CITIBANK,0,elmwood park branch,01/23/1954,10/01/2006,179 MARKET STREET,Bergen,nj,7407,40.90092,-74.12338,52572,54558,56350,58307,63839,66315,71631
CITIBANK,0,route 4 elmwood park branch,1 de enero de 1919,09/25/2008,100 BROADWAY (ELMWOOD PK),Bergen,nj,7407,40.91895,-74.12552,72176,68208,66234,66067,65224,66810,67563
CITIBANK,0,fair lawn branch,8 de marzo de 1964,10/01/2006,13-51 RIVER ROAD,Bergen,nj,7410,40.93531,-74.13375,38353,41269,40454,46120,47108,52251,62874
CITIBANK,0,broadway fairlawn branch,10 de septiembre de 1950,10/01/2006,27-02 BROADWAY,Bergen,nj,7410,40.92341,-74.10853,23997,26532,30585,32290,32223,32323,38676
CITIBANK,0,radburn branch,9 de diciembre de 1955,10/01/2006,21-01 FAIR LAWN AVENUE,Bergen,nj,7410,40.93907,-74.12128,44970,45713,56186,61794,78089,110622,122859
CITIBANK,0,franklin branch,01/01/1849,10/01/2006,300 STATE ROUTE 23,Sussex,nj,7416,41.11475,-74.58127,33953,36353,41029,43058,48181,49715,52826
CITIBANK,0,becton dickinson corporate branch,6 de febrero de 1986,10/01/2006,1 BECTON DRIVE,,nj,7417,41.01448,-74.2078,7558,8067,9204,9178,10379,10318,11323
CITIBANK,0,franklin lakes branch,02/13/2014,,845 FRANKLIN LAKES ROAD,,nj,7417,40.99313,-74.2145,,,,,5615,19181,27907
CITIBANK,0,woodland park branch,04/19/1991,09/25/2008,989 MCBRIDE AVENUE,Passaic,nj,7424,40.89324,-74.20535,60945,56230,64030,69223,70834,76891,81283
CITIBANK,0,midland park branch,09/20/1954,10/01/2006,129 GODWIN AVENUE,Bergen,nj,7432,40.98621,-74.13938,23058,25561,27564,32409,38603,44587,50078
CITIBANK,0,oakland ramapo valley rd branch,4 de diciembre de 1958,10/01/2006,345 RAMAPO VALLEY ROAD,Bergen,nj,7436,41.02414,-74.24255,53043,59658,58762,73225,87309,86983,90397
CITIBANK,0,jefferson township branch,11 de marzo de 2003,09/25/2008,5742 BERKSHIRE VALLEY ROAD,Morris,nj,7438,41.03757,-74.50463,17115,19008,21303,22752,23155,23813,26383
CITIBANK,0,mahwah banking center branch,11/30/2007,,555 NORTH FRANKLIN TURNPIKE,Bergen,nj,7446,41.07697,-74.13888,52641,100575,98434,110137,120450,122627,139663
CITIBANK,0,ramsey north spruce branch,01/01/1890,09/25/2008,18 NORTH SPRUCE ST,Bergen,nj,7446,41.0582,-74.14027,24628,25814,29024,30224,33535,41820,47428
CITIBANK,0,ridgewood branch,12 de marzo de 1990,12/01/1996,84 EAST RIDGEWOOD AVENUE EAST,Bergen,nj,7450,40.97959,-74.11838,138603,136139,150815,164863,176316,187110,207432
CITIBANK,0,godwin avenue branch,08/19/1964,10/01/2006,67 GODWIN AVENUE,Bergen,nj,7450,40.97879,-74.12363,12875,39741,57107,62745,90313,89299,88074
CITIBANK,0,riverdale branch,06/26/1965,10/01/2006,20 HAMBURG TURNPIKE,Morris,nj,,40.99872,-74.3001,42352,49514,55189,66136,73808,83636,87534
CITIBANK,0,sussex branch,06/28/1963,10/01/2006,59 MAIN STREET,Sussex,nj,7461,41.21119,-74.60806,18171,18682,19927,20098,20861,21678,23948
CITIBANK,0,wantage branch,12/30/1982,10/01/2006,295 ROUTE 23,Sussex,nj,7461,41.19327,-74.58759,27224,29656,31762,34002,35961,38315,41123
CITIBANK,0,vernon rt 515 branch,8 de diciembre de 1963,10/01/2006,550 COUNTY ROAD 515,Sussex,nj,7462,41.19818,-74.48324,39322,42280,50763,52245,54801,55576,62495
CITIBANK,0,wayne valley road branch,1 de enero de 1919,09/25/2008,1401 VALLEY ROAD,Passaic,NJ,7470,40.95918,-74.22589,189877,186352,192544,206548,214454,216925,238942
CITIBANK,0,wyckoff branch,11 de septiembre de 1970,12/01/1996,525 CEDAR HILL AVENUE,Bergen,NJ,7481,40.98579,-74.1686,141709,167634,167578,184062,177399,176236,182201
CITIBANK,0,paterson branch,1 de enero de 1922,09/25/2008,1117 MAIN ST #19,Passaic,NJ,7503,40.89056,-74.15534,40771,36831,35628,37145,38487,40480,42827
CITIBANK,0,patterson market branch,05/20/1972,12/01/1996,148 MARKET STREET,,NJ,7505,40.91645,-74.1714,33138,31368,39743,41614,44458,49409,55582
CITIBANK,0,hawthorne branch,06/23/1966,12/01/1996,331 LAFAYETTE AVENUE,Passaic,NJ,7506,40.94949,-74.15524,84077,82404,89664,88623,107142,108780,111452
CITIBANK,0,haledon branch,1 de enero de 1926,09/25/2008,396 HALEDON AVENUE,Passaic,NJ,7508,40.93752,-74.18164,51489,79410,77021,78788,81127,84605,89030
CITIBANK,0,totowa union blvd branch,1 de enero de 1926,09/25/2008,169 UNION BLVD,Passaic,NJ,7512,40.90778,-74.20614,38560,36247,36147,37199,48636,46239,41678
CITIBANK,0,hackensack branch,05/13/1985,12/01/1996,505 MAIN STREET,Bergen,NJ,7601,40.89468,-74.03955,70977,68777,60403,91107,101195,102293,109103
CITIBANK,0,riverfront plaza branch,12/19/2005,09/25/2008,500 S. RIVER STREET,Bergen,NJ,7601,40.86307,-74.03595,23274,24530,24089,33152,35105,37475,44730
CITIBANK,0,bergen mall branch,12 de febrero de 2010,,177 W SPRING VALLEY AVE,Bergen,NJ,7607,40.91508,-74.06225,,3675,11212,19353,26409,31124,36339
CITIBANK,0,bergenfield branch,05/13/2014,,221 NORTH WASHINGTON AVENUE,Bergen,NJ,7621,40.93533,-73.995,,,,,2025,9199,14679
CITIBANK,0,englewood branch,03/28/2004,,55 WEST PALISADES AVENUE,Bergen,NJ,7631,40.89173,-73.97358,40229,37762,35798,41118,45124,45436,46421
CITIBANK,0,englewood branch,09/22/1986,10/01/2006,50 GRAND AVENUE,Bergen,NJ,7631,40.89124,-73.9742,57567,66040,80602,94133,104408,108657,138490
CITIBANK,0,haworth branch,1 de enero de 1927,09/25/2008,139 TERRACE STREET,Bergen,NJ,7641,40.95847,-73.98949,28472,31757,36995,34812,38929,43636,47405
CITIBANK,0,essex street branch,02/20/1971,10/01/2006,370 ESSEX STREET,Bergen,NJ,7644,40.88738,-74.06524,35359,35260,42135,46031,53380,58314,69298
CITIBANK,0,montvale banking center branch,04/28/2005,,22A CHESTNUT RIDGE ROAD,Bergen,NJ,7645,41.04818,-74.07057,50100,51495,60467,64794,81621,79595,98227
