Institution Name,Main Office,Branch Name,Established Date (MMDDYYY),Acquired Date(MMDDYYY),Street Address,County,State,Zipcode,Latitude,Longitude,2010 Deposits,2011 Deposits,2012 Deposits,2013 Deposits,2014 Deposits,2015 Deposits,2016 Deposits
citi bank,0,key biscayne branch,12 de mayo de 2013,,320 crandon blvd,Miami-Dade,FL,33149,25.69595,-80.16312,,,,,18127,42230,79758
citi bank,0,surfside branch,06/30/1986,09/25/2008,9556 harding avenue,Miami-Dade,FL,33154,25.88662,-80.12372,66372,71981,88948,109224,123481,148641,168379
citi bank,0,pinecrest branch,7 de enero de 1934,09/25/2008,10301 south dixie highway,Miami-Dade,FL,33156,25.67471,-80.31965,114825,122531,143009,169346,181088,204373,224561
citi bank,0,south dixie highway & 128th street banking center branch,01/31/2012,,12795 south dixie highway,Miami-Dade,FL,33156,25.65179,-80.33035,,,13210,24782,45574,51539,69298
citi bank,0,south dixie & sw 184th banking center branch,04/17/2012,,18415 south dixie highway,Miami-Dade,FL,33157,25.59842,-80.35411,,,2109,13157,19255,29130,38172
citi bank,0,sunny isles beach branch,7 de enero de 1934,09/25/2008,17760 collins avenue,Miami-Dade,FL,33160,25.94041,-80.12145,118504,134333,181454,245480,298351,359681,394819
citi bank,0,biscayne branch,12 de enero de 1933,09/25/2008,18235 biscayne blvd,Miami-Dade,FL,33160,25.94447,-80.14769,118939,140484,182228,220963,241061,307889,310378
citi bank,0,north miami 125 st branch,12 de enero de 1933,09/25/2008,900 n.e. 125th street,Miami-Dade,FL,33161,25.89047,-80.18034,68301,65774,68680,71802,71876,71128,78688
citi bank,0,biscayne & 108th banking ctr branch,9 de febrero de 2010,,10760 biscayne blvd,Miami-Dade,FL,33161,25.87424,-80.17086,,13696,37680,59579,78307,104299,110338
citi bank,0,mall at 163rd branch,8 de enero de 2007,09/25/2008,1201 northeast 163rd street,Miami-Dade,FL,33162,25.92888,-80.17845,19498,25308,32320,38505,40730,41198,48755
citi bank,0,westchester miami branch,06/29/1990,09/25/2008,8700 s.w. coral way,Miami-Dade,FL,33165,25.74756,-80.33606,105862,115559,128269,140129,138898,153548,162993
citi bank,0,west bird road branch,08/17/2011,,11399 bird rd,Miami-Dade,FL,33165,25.73224,-80.37956,,,21640,27141,37429,47828,57872
citi bank,0,miller and sw 93rd court,04/29/2014,,9352 sw 56th street,Miami-Dade,FL,33165,25.7162,-80.3462,,,,,1969,10562,23234
citi bank,0,miami springs branch,7 de enero de 1934,09/25/2008,4451 n.w. 36th street,Miami-Dade,FL,33166,25.80837,-80.26968,57807,57973,78240,85014,90538,91845,99501
citi bank,0,north miami 7th ave branch,7 de enero de 1934,09/25/2008,12600 n.w. 7th avenue,Miami-Dade,FL,33168,25.89012,-80.21102,57482,54279,54557,56280,65518,57411,62572
citi bank,0,miami 199th st branch,12 de enero de 1933,09/25/2008,175 n.w. 199th street,Miami-Dade,FL,33169,25.95729,-80.20478,40688,44125,46371,47807,48777,49481,50962
citi bank,0,international mall branch,12 de enero de 1933,09/25/2008,10495 n.w. 12th street,Miami-Dade,FL,33172,25.78342,-80.36626,100776,114548,147486,166955,180796,190455,206864
citi bank,0,east doral branch,05/15/2012,,2495 northwest 87th avenue,Miami-Dade,FL,33172,25.79644,-80.33694,,,8962,26645,47758,71984,87868
citi bank,0,sunset drive miami branch,12 de enero de 1933,09/25/2008,8784 sunset drive,Miami-Dade,FL,33173,25.70215,-80.33549,83971,99518,105998,113837,127558,141212,168252
citi bank,0,miami - flagler branch,12 de agosto de 2003,09/25/2008,9501 w flagler st,Miami-Dade,FL,33174,25.76911,-80.35136,40490,49189,63535,68930,72864,76622,81488
citi bank,0,flagler & 107th avenue banking center branch,10/29/2012,,10690 west flagler street,Miami-Dade,FL,33174,25.76846,-80.36857,,,,6318,15126,23301,34794
citi bank,0,las americas branch,11/14/1994,09/25/2008,12001 s.w. 26th street,Miami-Dade,FL,33175,25.74536,-80.39022,58598,61007,67965,69897,74908,80977,92555
citi bank,0,palmetto bay branch,12 de enero de 1933,09/25/2008,15101 s. dixie highway,Miami-Dade,FL,33176,25.62995,-80.34049,63676,69128,76361,81834,86935,106281,116084
citi bank,0,west kendall branch,06/30/1988,09/25/2008,13745 s.w. 152nd street,Miami-Dade,FL,33177,25.62631,-80.41625,53175,56141,74836,75852,83426,88647,96125
citi bank,0,deerwood branch,5 de agosto de 2002,09/25/2008,12125 sw 152nd,Miami-Dade,FL,33177,25.62709,-80.38936,23093,23407,27349,30920,37453,43527,48114
citi bank,0,doral isles branch,1 de febrero de 2002,09/25/2008,10795 nw 58th st,Miami-Dade,FL,33178,25.82616,-80.37189,83517,114491,155236,184646,184324,194001,200834
citi bank,0,doral plaza branch,7 de enero de 2007,09/25/2008,9785 northwest 41st street,Miami-Dade,FL,33178,25.81172,-80.35573,40019,65965,109738,124948,138792,153694,155527
citi bank,0,skylake branch,7 de enero de 1934,09/25/2008,1790 n.e. miami gardens drive,Miami-Dade,FL,33179,25.95826,-80.17964,63814,66865,79877,88392,91427,100520,115038
citi bank,0,california club branch,06/30/1988,09/25/2008,940 ives dairy road,Miami-Dade,FL,33179,25.9624,-80.1863,45777,49096,52779,58774,61722,68152,70016
citi bank,0,biscayne boulevard branch,12 de enero de 1933,09/25/2008,19495 biscayne boulevard,Miami-Dade,FL,33180,25.95575,-80.14675,119366,146677,185696,234451,241544,255928,268878
citi bank,0,biscayne & 209th banking center branch,07/30/2013,,20880 biscayne blvd,Miami-Dade,FL,33180,25.96887,-80.14476,,,,,37273,74870,93858
citi bank,0,biscayne blvd & 146h street banking center,5 de agosto de 2013,,14590 biscayne boulevard,Miami-Dade,FL,33181,25.9103,-80.15751,,,,2723,16478,35912,42073
citi bank,0,kendall palms branch,06/30/1988,09/25/2008,11895 sheri lane,Miami-Dade,FL,33183,25.70024,-80.40638,74215,81578,88109,97838,100232,111639,119147
citi bank,0,miami-tamiami marketplace branch,03/31/2005,09/25/2008,14290 sw 8th st,Miami-Dade,FL,33184,25.76087,-80.42652,29960,35011,44313,55089,63142,68709,76385
citi bank,0,bird road branch,8 de mayo de 2002,09/25/2008,4200 sw 152nd avenue,Miami-Dade,FL,33185,25.72778,-80.43972,39617,46987,57931,63310,69012,87457,86759
citi bank,0,miami - miller west branch,8 de febrero de 2004,09/25/2008,15715 sw 56th st,Miami-Dade,FL,33185,25.71349,-80.44839,21187,23194,26378,30304,34701,42982,53497
citi bank,0,kendale lakes branch,12 de enero de 1933,09/25/2008,13701 s.w. 88th street,Miami-Dade,FL,33186,25.6854,-80.41714,106348,114935,121991,131763,137268,152488,162198
citi bank,0,crossings branch,6 de enero de 1934,09/25/2008,12945 s.w. 112th street,Miami-Dade,FL,33186,25.66353,-80.40548,62902,64069,66417,73505,77008,83926,94235
citi bank,0,miami - kendall square branch,2 de junio de 2006,09/25/2008,12610 sw 120th st,Miami-Dade,FL,33186,25.65673,-80.39873,31089,35242,45165,52002,65203,74870,84360
citi bank,0,killian and 117th avenue branch,11/14/2011,,11720 sw 104th street,Miami-Dade,FL,33186,25.67173,-80.38467,,,10577,17631,24662,30967,41227
citi bank,0,cutler ridge branch,7 de enero de 1997,09/25/2008,10808 caribbean boulevard,Miami-Dade,FL,33189,25.57814,-80.36663,54841,55522,63745,69099,71575,99532,105333
citi bank,0,hammocks branch,06/30/1988,09/25/2008,15225 s.w. 104 street,Miami-Dade,FL,33196,25.67006,-80.44232,49600,55079,66332,72224,76659,79372,91721
citi bank,0,kendall park plaza branch,2 de mayo de 2001,09/25/2008,16207 southwest 88th street,Miami-Dade,FL,33196,25.68421,-80.45539,33294,37718,42006,48385,52349,58658,63645
citi bank,0,fort lauderdale downtown branch,8 de diciembre de 1999,09/25/2008,790 east broward blvd.,Broward,FL,33301,26.12244,-80.13531,37051,45430,56341,61483,72881,81690,97203
citi bank,0,federal hwy & ne 19th bnk ctr branch,11/16/2011,,1800 north federal hwy,Broward,FL,33305,26.1517,-80.119,,,15382,24619,33882,50806,64092
citi bank,0,oakland park branch,12 de enero de 1933,09/25/2008,3201 n. federal highway,Broward,FL,33306,26.16856,-80.11808,50158,63766,73857,82012,87399,94982,108112
citi bank,0,laauderdale lakes branch,7 de enero de 1934,09/25/2008,4820 w. oakland park boulevard,Broward,FL,33313,26.16468,-80.21357,38257,37458,39239,41911,43558,41824,46217
citi bank,0,fort lauderdale harbor shops branch,12/20/2005,09/25/2008,1807 cordova rd,Broward,FL,33316,26.09912,-80.13074,17464,20773,40436,46595,57569,64393,81051
citi bank,0,davie nova banking center branch,10/20/2009,,6529 nova drive,Broward,FL,33317,26.08653,-80.23208,5539,12786,19824,24839,30756,37028,49107
citi bank,0,commercial and 64th branch,8 de julio de 2012,,6399 w commercial blvd,Broward,FL,33319,,,,,,11253,18084,21519,24217
citi bank,0,tamarac branch,06/30/1987,09/25/2008,6001 north university dr,Broward,FL,33321,26.19885,-80.25232,76614,81212,92478,99230,100248,100454,101444
citi bank,0,southgate and pine island branch,09/22/2011,,8351 northwest 88th avenue,Broward,FL,33321,26.22827,-80.2698,,,22065,34645,46750,58516,63796
citi bank,0,jacaranda plaza branch,5 de marzo de 2011,,8285 w sunrise blvd,Broward,FL,33322,26.14866,-80.26042,,4147,19994,33870,39051,41748,48238
citi bank,0,sawgrass branch,10 de marzo de 1994,09/25/2008,12590 west sunrise boulevard,Broward,FL,33323,26.14532,-80.31814,63776,71816,87942,102348,115386,120660,144004
citi bank,0,plantation branch,8 de octubre de 1937,09/25/2008,200 s. pine island road,Broward,FL,33324,26.11711,-80.26287,122445,146952,157208,177045,201973,210444,231575
citi bank,0,cleary & nob hill bnkg ctr branch,11/15/2011,,10195 cleary boulevard,Broward,FL,33324,26.13303,-80.28722,,,16709,30441,35141,54263,63634
citi bank,0,weston road branch,06/30/1987,09/25/2008,"1040 weston road, suite 100",Broward,FL,33326,26.10694,-80.36316,102893,121272,154803,166415,184220,205059,193150
citi bank,0,weston town center branch,05/21/2012,,1799 bell tower lane,Broward,FL,33326,26.0969,-80.37937,,,2207,27543,47401,74811,104272
citi bank,0,cooper city branch,7 de enero de 1997,09/25/2008,"5500 south flamingo road, suite 100",Broward,FL,33330,26.0487,-80.31296,74873,81164,96591,115125,136304,154696,164262
citi bank,0,sheridan & i-75 branch,02/28/2005,09/25/2008,15651 sheridan st,Broward,FL,33331,26.02957,-80.35966,25007,28655,34641,39547,41850,43269,46793
citi bank,0,weston commons branch,09/25/2008,,4501 weston rd,Broward,FL,33331,26.05911,-80.37082,26338,40137,67996,72366,73268,67673,82997
citi bank,0,commercial & dixie branch,10/29/2001,09/25/2008,5055 n dixie hwy,Broward,FL,33334,26.18995,-80.13341,23744,29823,35064,39366,49711,48399,51545
citi bank,0,n university drive branch,12 de enero de 1933,09/25/2008,3300 north university drive,Broward,FL,33351,26.16708,-80.25637,60896,64125,68606,70690,73286,76049,76517
citi bank,0,oakland park & nob hill banking center,3 de enero de 2013,,10016 west oakland park blvd,Broward,FL,33351,26.16987,-80.28585,,,,2508,8003,9822,16969
citi bank,0,congress ave branch,12 de enero de 1933,09/25/2008,1325 n. congress avenue,Palm Beach,FL,33401,26.72523,-80.08405,30116,32825,36776,42381,46857,55266,56715
citi bank,0,west palm beach downtown branch,06/30/2003,09/25/2008,316 banyan blvd,Palm Beach,FL,33401,26.70622,-80.05099,36980,49339,48795,58041,61462,69203,72970
citi bank,0,dixie branch,1 de enero de 1910,09/25/2008,7700 south dixie highway,Palm Beach,FL,33405,26.64804,-80.05623,31308,33520,34365,33882,35789,40463,44616
citi bank,0,lake park - east northlake branch,2 de enero de 2006,09/25/2008,328 northlake blvd,Palm Beach,FL,33408,26.80725,-80.0566,11812,14813,19943,21612,25648,24705,27235
citi bank,0,us 1 and pga boulevard branch,07/15/2014,,11364 us highway 1,Palm Beach,FL,33408,26.84179,-80.06188,,,,,,6159,15358
citi bank,0,crosstown branch,06/19/1989,09/25/2008,2959 north military trail,Palm Beach,FL,33409,26.72088,-80.11067,40214,41300,44666,50179,51887,57745,63853
citi bank,0,palm beach gardens branch,9 de septiembre de 1991,11/13/2004,3399 pga boulevard suite 100,Palm Beach,FL,33410,26.84649,-80.08767,125170,107232,123338,147042,193346,228854,158619
citi bank,0,pga blvd branch,8 de octubre de 1937,09/25/2008,2500 pga boulevard,Palm Beach,FL,33410,26.84467,-80.07574,59477,65715,91251,113238,117746,126787,147237
citi bank,0,4470 northlake boulevard branch,8 de octubre de 1937,09/25/2008,4470 northlake boulevard,Palm Beach,FL,33410,26.8088,-80.10585,54248,65858,73778,82523,82858,87095,102719
citi bank,0,okeechobee branch,06/30/1987,09/25/2008,6835 okeechobee boulevard,Palm Beach,FL,33411,26.70804,-80.14773,49418,50830,53811,56673,59804,64442,67770
citi bank,0,royal palm beach branch,2 de enero de 1999,09/25/2008,1102 royal palm beach boulevard,Palm Beach,FL,33411,26.70831,-80.22903,51877,55398,61150,67721,71929,85130,94618
citi bank,0,okeechobee & sr 7 banking center branch,11/13/2012,,10200 okeechobee boulverad,Palm Beach,FL,33411,26.70916,-80.2031,,,,7010,16634,21798,30597
citi bank,0,west palm beach - ibis branch,9 de junio de 2005,09/25/2008,10160 northlake blvd,Palm Beach,FL,33412,26.81147,-80.19919,22168,26897,32958,44074,50631,56596,64386
citi bank,0,greenacres city branch,7 de enero de 1997,09/25/2008,6710 forest hill boulevard,Palm Beach,FL,33413,26.65109,-80.14855,71508,71744,79280,82677,82962,88932,95359
citi bank,0,wellington branch,3 de enero de 1999,09/25/2008,1480 greenview shores road,Palm Beach,FL,33414,26.6602,-80.26756,62450,72149,90293,97776,108199,119786,131497
citi bank,0,forest hill blvd and 441,10/13/2015,,10100 forest hill blvd,Palm Beach,FL,33414,26.65059,-80.20469,,,,,,,8135
citi bank,0,polo branch,8 de octubre de 1937,09/25/2008,930 south military trail,Palm Beach,FL,33415,26.66377,-80.11249,31392,33408,38268,40380,43495,44971,48191
citi bank,0,forest hill west palm beach branch,1 de enero de 1910,09/25/2008,4660 forest hill boulevard,Palm Beach,FL,33415,26.65161,-80.11467,35907,34076,37818,41065,41256,44779,46108
citi bank,0,7106 fairway drive office branch,8 de julio de 1989,09/25/2008,7106 fairway drive,Palm Beach,FL,33418,26.83674,-80.1331,66873,78366,90385,96466,98988,98182,118222
citi bank,0,boynton beach mall branch,06/30/1987,09/25/2008,555 n. congress avenue,Palm Beach,FL,33426,26.53332,-80.09068,64120,66562,70702,78415,82484,89037,95631
citi bank,0,hypoluxo and congress branch,06/25/2013,,4740 n congress ave,Palm Beach,FL,33426,,,,,,183,8968,14445,23103
citi bank,0,spanish river branch,1 de enero de 1910,09/25/2008,3901 north federal highway,Palm Beach,FL,33431,26.3849,-80.07657,66499,67599,87719,95969,112469,117194,131552
citi bank,0,boca raton town branch,1 de enero de 1910,09/25/2008,5950 glades road,Palm Beach,FL,33431,26.36675,-80.13648,76154,86361,97901,111195,122290,150180,155641
citi bank,0,boca raton - yamato branch,06/27/2005,09/25/2008,714 yamato rd,Palm Beach,FL,33431,26.39419,-80.09845,22370,35100,57668,72317,85563,109625,117677
citi bank,0,boca raton downtown branch,09/28/1939,09/25/2008,200 e. palmetto park road,Palm Beach,FL,33432,26.35047,-80.0829,62966,526935,293824,318896,295185,342473,369996
citi bank,0,camino real and federal highway branch,03/17/2015,,853 south federal highway,Palm Beach,FL,33432,26.34231,-80.08634,,,,,,1834,7020
citi bank,0,federal highway and 5th avenue branch,2 de octubre de 2015,,1850 north federal highway,Palm Beach,FL,33432,26.36682,-80.07848,,,,,,1742,7331
citi bank,0,boca raton del mar branch,06/30/1986,09/25/2008,22191 powerline road,Palm Beach,FL,33433,26.34694,-80.15393,69525,85727,96063,108796,119736,123054,140818
citi bank,0,lyons branch,06/30/1986,09/25/2008,8851 glades road,Palm Beach,FL,33434,26.36801,-80.18609,92807,100224,112816,123198,130489,144735,142674
citi bank,0,yamato and jog branch,03/27/2012,,3013 yamato road,Palm Beach,FL,33434,26.3942,-80.14866,,,4068,16088,28593,41419,74151
citi bank,0,federal branch,8 de octubre de 1937,09/25/2008,901 south federal highway,Palm Beach,FL,33435,26.52006,-80.05817,39031,40196,43947,45521,50623,50033,55838
citi bank,0,boynton military branch,09/28/1939,09/25/2008,5000 west boynton beach boulevard,Palm Beach,FL,33436,26.52797,-80.12227,145972,161541,176844,204318,205795,205615,216360
citi bank,0,woolbright & military banking center branch,11/14/2012,,11060 military trail,Palm Beach,FL,33436,26.5129,-80.12302,,,,6350,13491,26024,25775
citi bank,0,woolbright & jog banking ctr branch,10 de abril de 2011,,10815 south jog road,Palm Beach,FL,33437,26.51516,-80.14745,,,20387,37918,53133,68743,85102
citi bank,0,e. hillsboro boulevard branch,06/30/1985,09/25/2008,1100 east hillsboro road,Broward,FL,33441,26.31637,-80.08851,73314,81443,96404,101662,102624,126990,117067
citi bank,0,deerfield military branch,06/30/1987,09/25/2008,1031 s. military trail,Broward,FL,33442,26.30377,-80.12999,56012,61570,72832,85455,93573,101089,105598
citi bank,0,delray square branch,09/25/2008,,4899 w atlantic ave,Palm Beach,FL,33445,26.46202,-80.12269,135288,146847,157872,182180,182573,186138,211518
citi bank,0,linton & military banking center branch,02/26/2013,,4775 linton boulevard,Palm Beach,FL,33445,26.4394,-80.12056,,,,5441,23304,37256,44507
citi bank,0,delray marketplace banking center,05/21/2013,,9165 atlantic avenue,Palm Beach,FL,33446,26.45371,-80.19061,,,,2506,21111,27338,46634
citi bank,0,indiantown & palm roads banking center branch,2 de junio de 2012,,2425 west indiantown road,Palm Beach,FL,33458,26.93466,-80.13429,,,5735,19822,32215,47212,73811
citi bank,0,lake worth lake ave branch,8 de octubre de 1937,09/25/2008,200 lake avenue,Palm Beach,FL,33460,26.61573,-80.05074,42500,44622,56900,57432,57110,60726,66128
citi bank,0,lake worth main branch,8 de octubre de 1937,09/25/2008,2601 10th avenue north,Palm Beach,FL,33461,26.62831,-80.08164,72191,75482,74368,76612,78545,82284,88826
citi bank,0,lantana downtown branch,8 de octubre de 1937,09/25/2008,1300 w. lantana road,Palm Beach,FL,33462,26.58717,-80.06594,49781,50258,52937,55160,56266,60677,69167
citi bank,0,lake worth road branch,06/30/1987,09/25/2008,6492 lake worth road,Palm Beach,FL,33463,26.61912,-80.14526,57110,59115,63057,65903,68183,71742,77983
citi bank,0,pinewood branch,06/30/1988,09/25/2008,6350 lantana road,Palm Beach,FL,33463,26.58953,-80.14643,81296,80792,87792,102620,98085,110359,120150
citi bank,0,lake worth - hypoluxo village branch,02/22/2005,09/25/2008,4660 hypoluxo rd,Palm Beach,FL,33463,26.57198,-80.11641,15500,17648,19008,22170,22905,26807,31452
citi bank,0,greenacres-military crossings branch,2 de julio de 2005,09/25/2008,4931 s military trail,Palm Beach,FL,33463,26.60509,-80.11412,15996,19409,23540,27686,27225,27322,29243
citi bank,0,lake worth - us hwy 441 branch,12/27/2005,09/25/2008,9863 lake worth rd,Palm Beach,FL,33467,26.61732,-80.20244,30866,37845,60509,62996,67520,78547,91076
citi bank,0,village blvd & us hwy 1 bnk ctr branch,11 de agosto de 2011,,728 north us hwy 1,Palm Beach,FL,33469,26.96791,-80.08655,,,9702,21171,30125,34226,41791
citi bank,0,jupiter branch,8 de octubre de 1937,09/25/2008,101 north us highway 1,Palm Beach,FL,33477,26.95956,-80.08465,55817,61422,74576,75959,87903,116712,138598
citi bank,0,palm beach branch,06/17/1982,08/16/2008,205 royal palm way,Palm Beach,FL,33480,26.70575,-80.03615,0,0,0,0,0,0,0
citi bank,0,plam beach bradley place banking center,11/28/2011,,285 surise avenue,Palm Beach,FL,33480,26.71304,-80.03589,,,62319,98564,140816,137411,222556
citi bank,0,worth avenue & south county road banking center branch,04/30/2013,,411 south county road,Palm Beach,FL,33480,26.70112,-80.03653,,,,4803,20094,38624,46918
citi bank,0,linton and federal hwy branch,7 de enero de 1997,09/25/2008,1755 south federal highway,Palm Beach,FL,33483,26.44644,-80.06796,48914,49363,56806,58258,65441,86761,103161
citi bank,0,george bush and federal branch,04/25/2011,,525 ne 7th st,Palm Beach,FL,33483,26.47158,-80.06624,,3778,15290,23019,34887,43716,54270
citi bank,0,polo club shoppes branch,6 de febrero de 2015,,17955 south military trail,Palm Beach,FL,33496,26.40962,-80.12185,,,,,,1470,19184
citi bank,0,mission bay boca raton branch,06/30/1988,09/25/2008,20441 state road 7,Palm Beach,FL,33498,26.37007,-80.20362,84340,92730,112529,129455,141351,141430,157373
citi bank,0,brandon mall branch,09/27/2004,09/25/2008,1101 w brandon blvd,Hillsborough,FL,33511,27.93763,-82.29968,10287,13432,16910,18980,21883,23590,27179
citi bank,0,brandon - causeway branch,11 de julio de 2005,09/25/2008,10943 causeway blvd,Hillsborough,FL,33511,27.92295,-82.33058,16341,20387,20676,28684,29329,35800,40964
citi bank,0,zephyr commons banking center branch,03/13/2012,,7800 gall boulevard,Pasco,FL,33541,28.27093,-82.18816,,,3572,12016,14093,18045,24018
citi bank,0,bruce b downs and 56,06/28/2004,09/25/2008,1747 bruce b downs blvd,Pasco,FL,33544,28.17447,-82.35377,20422,27034,40751,46189,64081,67298,82381
citi bank,0,florida and highway 41 branch,2 de julio de 2012,,16534 north florida avenue,Hillsborough,FL,33549,28.10661,-82.46046,,,6452,16331,20997,35465,44112
citi bank,0,van dyke and dale mabry branch,12 de julio de 2010,,3995 van dyke rd,Hillsborough,FL,33558,28.12784,-82.50551,,4522,15505,21802,31508,42102,55035
citi bank,0,sun city center branch,04/16/2013,,702 n pebble beach blvd,Hillsborough,FL,33573,,,,,,5540,29162,38872,56688
citi bank,0,providence & bloomingdale banking center branch,02/21/2012,,11111 bloomingdale avenue,Hillsborough,FL,33578,27.89363,-82.31792,,,3013,8713,13209,15983,18989
citi bank,0,us 301 and big bend road branch,08/23/2011,,10391 big bend road,Hillsborough,FL,33578,27.79188,-82.33572,,,12915,21942,25903,30288,38785
citi bank,0,brandon boulevard & valrico banking center,2 de junio de 2012,,1885 state road 60 east,Hillsborough,FL,33594,27.93776,-82.25595,,,11931,19095,24873,30230,39436
citi bank,0,lithia pinecrest & bloomingdale banking center,04/18/2011,,3414 lithia pinecrest road,Hillsborough,FL,33596,27.89249,-82.24276,,9283,13296,17732,22391,24579,33742
citi bank,0,tampa downtown branch,04/26/2016,,300 north franklin street,Hillsborough,FL,33602,27.9471,-82.4577,,,,,,,684
citi bank,0,howard and swann branch,4 de septiembre de 2013,,614 s howard ave,Hillsborough,FL,33606,,,,,,4030,42899,55740,73970
citi bank,0,dale mabry & spruce banking center,09/24/2012,,2001 north dale mabry hwy,Hillsborough,FL,33607,27.95999,-82.50554,,,,35970,40322,48599,53129
citi bank,0,kennedy and westshore banking center branch,09/25/2008,,4601 w kennedy blvd,Hillsborough,FL,33609,27.94495,-82.52222,14391,21922,33393,48245,59429,62142,68563
citi bank,0,highland oaks banking center branch,12/20/2004,,10430 highland manor drive,Hillsborough,FL,33610,27.98436,-82.32905,11373,13232,15176,18773,20647,21744,23267
citi bank,0,dale mabry & west bay vista banking center,09/20/2012,,4005 south dale mabry hwy,Hillsborough,FL,33611,27.90634,-82.50624,,,,6604,17672,25453,37303
citi bank,0,tampa - fletcher avenue branch,09/27/2004,09/25/2008,2802 e fletcher ave,Hillsborough,FL,33612,28.0692,-82.42812,15335,20987,28490,30635,37957,44408,51449
citi bank,0,hillsborough and sheldon branch,09/27/2004,09/25/2008,6703 memorial hwy,Hillsborough,FL,33615,27.99449,-82.57944,8629,10657,14649,18327,20578,25363,30879
citi bank,0,carrollwood nka dale mabry & stall banking ctr branch,04/23/2012,,12703 north dale mabry highway,Hillsborough,FL,33618,28.06241,-82.50379,,,22823,28733,52395,58459,69087
citi bank,0,ehrlich and hutchison branch,03/27/2013,,5305 ehrlich rd,Hillsborough,FL,33625,,,,,,2079,10122,14294,23811
citi bank,0,westchase countryway branch,04/27/2011,,11650 countryway blvd,Hillsborough,FL,33626,28.06936,-82.6305,,1904,13725,24348,27090,59038,105878
citi bank,0,dale mabry and neptune branch,5 de octubre de 2011,,1322 s dale mabry hwy,Hillsborough,FL,33629,27.93061,-82.50582,,2469,25331,37496,46818,47101,57095
citi bank,0,fountain square banking center branch,01/31/2005,,4915 independence parkway,Hillsborough,FL,33634,27.97679,-82.54946,12038,14590,32804,23738,22059,18026,18001
citi bank,0,hanley & waters banking ctr branch,05/18/2011,,7319 west waters avenue,Hillsborough,FL,33634,28.02592,-82.56109,,1364,10974,18780,21176,27482,30749
citi bank,0,tampa palms branch,7 de enero de 2004,09/25/2008,5205 cypress preserve dr,Hillsborough,FL,33647,28.0988,-82.39987,11617,28421,43225,54236,54066,96237,86177
citi bank,0,bruce b downs and regents park branch,10/16/2012,,19001 bruce b downs blvd,Hillsborough,FL,33647,,,,,,9217,20777,34977,44874
citi bank,0,st petersburg - north shore branch,12 de enero de 2005,09/25/2008,785 4th st n,Pinellas,FL,33701,27.78019,-82.63848,13455,13956,19720,32699,37814,47597,48418
citi bank,0,five points branch,01/15/2014,,3740 4th st n,Pinellas,FL,33704,27.80632,-82.63869,,,,,6292,16772,38622
citi bank,0,st. petersburg gulf lvd banking center branch,10 de abril de 2010,,4625 gulf blvd,Pinellas,FL,33706,27.72178,-82.74018,,9221,26740,39604,46285,64682,74459
citi bank,0,madeira beach banking branch,02/26/2013,,4315 duhme road,Pinellas,FL,33708,27.81167,-82.79224,,,,8286,21901,35209,44912
citi bank,0,tyrone at 13th banking center branch,02/15/2013,,1280 66th st n,Pinellas,FL,33710,27.78405,-82.72851,,,,5328,14063,34176,40087
citi bank,0,bayway branch,9 de mayo de 2012,,4951 34th street south,Pinellas,FL,33711,,,,,,9745,18243,22815,29072
citi bank,0,clearwater - downtown branch,11/14/2005,09/25/2008,511 s fort harrison ave,Pinellas,FL,33756,27.96024,-82.79995,10723,17074,20732,23695,25929,28018,31337
citi bank,0,mcmullen booth & enterprise banking center,10/25/2011,,3033 enterprise road east,Pinellas,FL,33759,28.0121,-82.71173,,,9239,17876,21159,26324,31155
citi bank,0,mcmullen booth south banking center branch,2 de febrero de 2012,,1475 north mcmullen booth road,Pinellas,FL,33759,27.98152,-82.7089,,,8563,10772,16084,19539,23222
citi bank,0,countryside branch,06/28/2004,09/25/2008,25949 us highway 19 north,Pinellas,FL,33763,28.00835,-82.73046,21231,27609,33082,37405,35330,35498,46835
citi bank,0,gulf to bay road & belcher banking center branch,2 de enero de 2011,,533 south belcher road,Pinellas,FL,33764,27.96006,-82.74606,,4669,11126,15804,20260,24424,31574
citi bank,0,west bay branch,10 de septiembre de 2006,09/25/2008,821 west bay dr,Pinellas,FL,33770,27.91676,-82.79874,19552,23041,32017,34337,46796,44425,56684
citi bank,0,belcher and east bay branch,12 de julio de 2011,,3945 east bay drive,Pinellas,FL,33771,27.91634,-82.7465,,,8534,15916,23300,30709,35526
citi bank,0,walsingham road & indian rocks road banking center,9 de diciembre de 2012,,13883 walsingham road,Pinellas,FL,33774,27.88049,-82.83163,,,,10013,23950,35241,44168
citi bank,0,pinellas park - park mall branch,12/19/2005,09/25/2008,7360 u.s. hwy 19 n.,Pinellas,FL,33781,27.83904,-82.71523,8777,13621,21201,25605,51585,53234,61760
citi bank,0,pinellas park - park blvd branch,10 de noviembre de 2005,09/25/2008,7263 park blvd,Pinellas,FL,33781,27.83929,-82.73846,14894,16574,24932,27573,31864,34984,38843
citi bank,0,lakeland - plantation square branch,05/15/2006,09/25/2008,5555 walt loop rd,Polk,FL,33809,28.11377,-81.94585,8584,9726,12351,15184,16013,19798,23665
citi bank,0,lakeland north banking center,06/25/2012,,4136 us hwy 98 n,Polk,FL,33809,28.09471,-81.9739,,,14832,23466,25396,28856,34173
