branch_key,branch_name,branch_address,branch_city,branch_state,branch_zip
4716,Panama & Stine Banking Center Branch,4814 PANAMA LANE,Kern,CA,93313.0
4717,Gosford & Harris Banking Ctr Branch,5277 GOSFORD ROAD,Kern,CA,93313.0
4718,Rosedale Branch,13107 ROSEDALE HIGHWAY,Kern,CA,93314.0
4719,Chorro Branch,1235 CHORRO STREET,San Luis Obispo,CA,93401.0
4720,Los Osos Branch,1045 LOS OSOS VALLEY ROAD,San Luis Obispo,CA,93402.0
4721,San Luis Obispo - Madonna Branch,445 MADONNA RD,San Luis Obispo,CA,93405.0
4722,Cal Poly Student Union Bk Ctr Branch,"1 GRAND AVENUE, BLDG 65, ROOM 103",San Luis Obispo,CA,93407.0
4723,Arroyo Grande Branch,1242 GRAND AVE,San Luis Obispo,CA,93420.0
4724,Rancho Pkwy and West Branch,900 RANCHO PKWY,San Luis Obispo,CA,93420.0
4725,Atascadero Branch,8055 EL CAMINO REAL,San Luis Obispo,CA,93422.0
4726,Lompoc Branch,1508 N H ST,Santa Barbara,CA,93436.0
4727,Morro Bay Branch,595 MORRO BAY BAVD,San Luis Obispo,CA,93442.0
4728,Niblick Road Branch,144 NIBLICK ROAD,San Luis Obispo,CA,93446.0
4729,Cook St Branch,401 S BROADWAY,Santa Barbara,CA,93454.0
4730,Betteravia Branch,2200 SOUTH BROADWAY,Santa Barbara,CA,93454.0
4731,Grant Street & Broadway Banking Center Branch,1846 NORTH BROADWAY,Santa Barbara,CA,93454.0
4732,Bishop Branch,400 NORTH MAIN STREET,Inyo,CA,93514.0
4733,Lancaster Blvd Branch,805 W LANCASTER BLVD,Los Angeles,CA,93534.0
4734,Lancaster Office Branch,1104 WEST AVENUE K,Los Angeles,CA,93534.0
4735,Challenger Way Branch,44325 CHALLENGER WAY,Los Angeles,CA,93535.0
4736,West 40th & Avenue L Banking Center Branch,4007 WEST AVENUE L,Los Angeles,CA,93536.0
4737,East Palmdale Blvd Branch,1723 PALMDALE BLVD.,Los Angeles,CA,93550.0
4738,Avenue S Branch,2531 EAST AVE SOUTH,Los Angeles,CA,93550.0
4739,Rancho Vista Branch,1261 W AVENUE P,Los Angeles,CA,93551.0
4740,East Avenue R & 47th Street East Banking Center,38042 47TH STREET EAST,Los Angeles,CA,93552.0
4741,Clovis Branch,"1810 SHAW AVENUE, SUITE 101",Fresno,CA,93611.0
4742,Willow Station Branch,1117 NORTH WILLOW AVENUE,Fresno,CA,93611.0
4743,Herndon & Fowler Banking Ctr Branch,1810 HERNDON AVENUE,Fresno,CA,93611.0
4744,W Ashlan Ave Branch,"386 WEST ASHLAN AVENUE, SUITE A",Fresno,CA,93612.0
4745,Los Banos Branch,550 K STREET,Merced,CA,93635.0
4746,Cleveland & Schnoor Banking Center Branch,2147 WEST CLEVELAND AVENUE,Madera,CA,93637.0
4747,Madera Branch,233 EAST YOSEMITE AVENUE,Madera,CA,93638.0
4748,Oakhurst Branch,40003 HWY 49,Madera,CA,93644.0
4749,Reedley Branch,1000 G STREET,Fresno,CA,93654.0
4750,Sanger Branch,601 O STREET,Fresno,CA,93657.0
4751,Palm and Shaw Branch,5126 NORTH PALM AVENUE,Fresno,CA,93704.0
4752,Fashion Fair Branch,796 EAST SHAW AVENUE,,CA,93710.0
4753,Shaw Branch,1380 WEST SHAW AVE,,CA,93711.0
4754,Marketplace W Shaw Ave Branch,3751 W SHAW AVENUE,,CA,93711.0
4755,Herndon & Marks Banking Center Branch,7045 NORTH MARKS AVENUE,,CA,93711.0
4756,First St Branch,7160 NORTH FIRST ST,,CA,93720.0
4757,Riverpark Branch,7892 NORTH BLACKSTONE AVENUE,,CA,93720.0
4758,North Blackstone Branch,3681 NORTH BLACKSTONE AVE,Fresno,CA,93726.0
4759,East Kings Canyon Branch,"4848 EAST KINGS CANYON ROAD, SUITE 10",Fresno,CA,93727.0
4760,Main Street Salinas Branch,425 MAIN STREET,Monterey,CA,93901.0
4761,East Alisal Branch,800 E ALISAL ST,Monterey,CA,93905.0
4762,Salinas - Creek Bridge Branch,1596 CONSTITUTION BLVD.,Monterey,CA,93905.0
4763,Harden Plaza Branch,1590 NORTH MAIN ST,Monterey,CA,93906.0
4764,Sixth Street Branch,SAN CARLOS STREET & 6TH ST,Monterey,CA,93921.0
4765,Carmel Rancho Branch,26378 CARMEL RANCHO BLVD.,Monterey,CA,93923.0
4766,Carmel Valley Branch,27845 BERWICK DR,Monterey,CA,93923.0
4767,El Camino Real and Walnut Branch,502 EL CAMINO REAL,Monterey,CA,93927.0
4768,King City Branch,509 BROADWAY,Monterey,CA,93930.0
4769,Marina Branch,264 RESERVATION RD,Monterey,CA,93933.0
4770,Monterey Branch,291 ALVARADO STREET,Monterey,CA,93940.0
4771,Country Club Gate Center Branch,170 COUNTRY CLUB GATE CENTER,Monterey,CA,93950.0
4772,Lighthouse Branch,569 LIGHTHOUSE AVENUE,Monterey,CA,93950.0
4773,Seaside Branch,"800 BROADWAY AVENUE, SUITE A-2",Monterey,CA,93955.0
4774,Burlingame Chapin Branch,1430 CHAPIN AVE,San Mateo,CA,94010.0
4775,El Camino Real & Broadway Banking Center Branch,1188 EL CAMINO REAL,San Mateo,CA,94010.0
4776,Southgate Branch,5 SOUTHGATE AVE,San Mateo,CA,94015.0
4777,Gellert Blvd Branch,326 GELLERT BLVD,San Mateo,CA,94015.0
4778,Junipero Serra Branch,2800 JUNIPERO SERRA BOULEVARD,San Mateo,CA,94015.0
4779,Los Altos Branch,199 MAIN STREET,Santa Clara,CA,94022.0
4780,Santa Cruz Ave Branch,650 SANTA CRUZ AVE,San Mateo,CA,94025.0
4781,Alameda De Las Pulgas and Ashton Branch,3500 ALAMEDA DE LAS PULGAS,San Mateo,CA,94025.0
4782,Portola Valley Branch,"3130 ALPINE ROAD, SUITE 170",San Mateo,CA,94028.0
4783,Millbrae Branch,10 SOUTH EL CAMINO REAL,San Mateo,CA,94030.0
4784,749 El Camino Real Branch,"749 W EL CAMINO REAL, 1ST FLOOR",Santa Clara,CA,94040.0
4785,West El Camino Real & Showers Branch,"2510 WEST EL CAMINO REAL, SUITE-1",Santa Clara,CA,94040.0
4786,Woodside Rd Branch,1615 WOODSIDE RD,San Mateo,CA,94061.0
4787,Woodside and Whiskey Hill Branch,2977 WOODSIDE RD,San Mateo,CA,94062.0
4788,Broadway and Hamilton Branch,2300 BROADWAY STREET,San Mateo,CA,94063.0
4789,San Bruno Branch,1200 EL CAMINO REAL,San Mateo,CA,94066.0
4790,San Carlos Branch,845 LAUREL AVENUE,San Mateo,CA,94070.0
4791,South San Francisco Branch,"101 MCLELLAN DR, STE 1034",San Mateo,CA,94080.0
4792,Gellert and Westborough Branch,"2248 WESTBOROUGH BOULEVARD, SUITE 601 AND 602",San Mateo,CA,94080.0
4793,Mathilda Branch,410 S MATHILDA AVE,Santa Clara,CA,94086.0
4794,Sunnyvale - Hacienda Center Branch,791 E EL CAMINO REAL,Santa Clara,CA,94087.0
4795,Sunnyvale Branch,1234 WEST EL CAMINO REAL,Santa Clara,CA,94087.0
4796,Fremont and Mary Branch,920 W FREMONT AVE,Santa Clara,CA,94087.0
4797,Market and Kearny Branch,700 MARKET ST,San Francisco,CA,94102.0
4798,Van Ness and Mcallister Branch,500 VAN NESS AVENUE,San Francisco,CA,94102.0
4799,Post & Powell Banking Center,400 POST STREET,San Francisco,CA,94102.0
4800,Market and 8th Branch,1201 MARKET STREET,San Francisco,CA,94103.0
4801,San Francisco - Potrero Branch,2300 16TH ST,San Francisco,CA,94103.0
4802,Bryant & 9th Banking Center,555 9TH STREET,San Francisco,CA,94103.0
4803,Valencia and 14th Street Branch,299 VALENCIA ST,San Francisco,CA,94103.0
4804,California Street Branch,401 CALIFORNIA STREET,San Francisco,CA,94104.0
4805,Montgomery and Sutter Branch,101 MONTGOMERY STREET,San Francisco,CA,94104.0
4806,San Francisco Branch,"560 MISSION STREET, FLOOR 12",San Francisco,CA,94105.0
4807,Market & Second Banking Center Branch,595 MARKET STREET,San Francisco,CA,94105.0
4808,Mission Street and Shaw Branch,555 MISSION STREET,San Francisco,CA,94105.0
4809,Spear and Howard Branch,"188 SPEAR STREET, SUITE 190",San Francisco,CA,94105.0
4810,San Francisco - Mission Bay Branch,255 KING STREET,San Francisco,CA,94107.0
4811,Polk Branch,1500 POLK STREET,San Francisco,CA,94109.0
4812,Lombard Branch,2750 VAN NESS AVENUE,San Francisco,CA,94109.0
4813,Mission Street Branch,2900 MISSION STREET,San Francisco,CA,94110.0
4814,Mission & 21st Street Banking Center,2500 MISSION STREET,San Francisco,CA,94110.0
4815,San Francisco - Embarcadero Branch,TWO EMBARCADERO CTR BRANCH,San Francisco,CA,94111.0
4816,Pine St and Front Branch,100 PINE ST,San Francisco,CA,94111.0
4817,Mission and Ocean Branch,4669 MISSION ST,San Francisco,CA,94112.0
4818,Ocean Avenue & Faxon Avenue Banking Center,1649 OCEAN AVENUE,San Francisco,CA,94112.0
4819,Noe Valley Branch,3998 24TH STREET,San Francisco,CA,94114.0
4820,Market and 15th Banking Center Branch,2112 15TH STREET,San Francisco,CA,94114.0
4821,California and Fillmore Branch,2429 CALIFORNIA STREET,San Francisco,CA,94115.0
4822,Taraval Street and 19th Branch,926 TARAVAL STREET,San Francisco,CA,94116.0
4823,San Francisco - Fulton Branch,1720 FULTON ST,San Francisco,CA,94117.0
4824,Divisadero & Oak Banking Ctr Branch,401 DIVISADERO STREET,San Francisco,CA,94117.0
4825,Clement Street Branch,301 CLEMENT STREET,San Francisco,CA,94118.0
4826,Geary & Parker Banking Center,3301 GEARY BOULEVARD,San Francisco,CA,94118.0
4827,Geary and 21st Ave Branch,5655 GEARY BLVD,San Francisco,CA,94121.0
4828,Noriega and 19th Branch,1811 19TH AVENUE,San Francisco,CA,94122.0
4829,Irving and 24th Branch,2323 IRVING ST,San Francisco,CA,94122.0
4830,Chestnut Street Branch,2166 CHESTNUT STREET,San Francisco,CA,94123.0
4831,Beach and Buchanan Branch,3749 BUCHANAN ST,San Francisco,CA,94123.0
4832,West Portal Branch,98 WEST PORTAL AVENUE,San Francisco,CA,94127.0
4833,Stonestown Galleria Banking Center Branch,265 WINSTON DRIVE,San Francisco,CA,94132.0
4834,Alemany and Worcester Branch,3981 ALEMANY BOULEVARD,San Francisco,CA,94132.0
4835,Chinatown Grant Branch,1040 GRANT AVE,San Francisco,CA,94133.0
4836,Northpoint Branch,360 BAY STREET,San Francisco,CA,94133.0
4837,Stockton Street Chinatown Sf Banking Center,1318 STOCKTON STREET,San Francisco,CA,94133.0
4838,China Basin St and 3rd St Branch,1375 3RD STREET,San Francisco,CA,94158.0
4839,Hamilton Avenue Branch,300 HAMILTON AVENUE,Santa Clara,CA,94301.0
4840,Town and Country Palo Alto Branch,"855 EL CAMINO REAL, BLDG 2, SUITE 67",Santa Clara,CA,94301.0
4841,Embarcadero & Bayshore,2180 WEST BAYSHORE ROAD,Santa Clara,CA,94303.0
4842,Middlefield Road Branch,2846 MIDDLEFIELD ROAD,Santa Clara,CA,94306.0
4843,East 4th Avenue & El Camino Real Banking Center,66 EAST 4TH AVENUE,San Mateo,CA,94401.0
4844,San Mateo Branch,1730 SOUTH EL CAMINO REAL,San Mateo,CA,94402.0
4845,Hillsdale Branch,3590 SOUTH EL CAMINO REAL,San Mateo,CA,94403.0
4846,South Norfolk & East Hillsdale Blvd Banking Center Branch,2900 SOUTH NORFOLK STREET,San Mateo,CA,94403.0
4847,Foster City Branch,925 E. HILLSDALE BLVD,San Mateo,CA,94404.0
4848,Alameda South Shore Branch,2270 OTIS DRIVE,Alameda,CA,94501.0
4849,Stargell Ave and Webster St Branch,533 WILVER WILLIE STARGELL AVE,Alameda,CA,94501.0
4850,Bixler and Highway 4 Branch,14810 HIGHWAY 4 #D,Contra Costa,CA,94505.0
4851,Blackhawk Branch,4185 BLACKHAWK PLAZA CIRCLE,Contra Costa,CA,94506.0
4852,Delta Fair Blvd Branch,3206 DELTA FAIR BLVD,Contra Costa,CA,94509.0
4853,Benicia Branch,802 SOUTHAMPTON RD,Solano,CA,94510.0
4854,Brentwood - Balfour Branch,3100 BALFOUR ROAD,Contra Costa,CA,94513.0
4855,Concord Downtown Branch,2097 SALVIO STREET,Contra Costa,CA,94520.0
4856,Ygnacio Valley Branch,5430 YGNACIO VALLEY RD,Contra Costa,CA,94521.0
4857,Clayton Road Branch,4390 CLAYTON ROAD,Contra Costa,CA,94521.0
4858,Pleasant Hill Branch,1898 CONTRA COSTA BLVD,Contra Costa,CA,94523.0
4859,Danville Branch,661 SAN RAMON VLY BLVD.,Contra Costa,CA,94526.0
4860,Railroad Avenue & Prospect Banking Center Branch,185 RAILROAD AVENUE,Contra Costa,CA,94526.0
4861,El Cerrito Branch,9950 SAN PABLO AVENUE,Contra Costa,CA,94530.0
4862,Lone Tree Branch,4300 LONE TREE WAY,Contra Costa,CA,94531.0
4863,Antioch Hillcrest Branch,3457 DEER VALLEY ROAD,Contra Costa,CA,94531.0
4864,Dickson Hill Branch,305 DICKSON HILL ROAD,Solano,CA,94533.0
4865,North Texas and Acacia Branch,1845 NORTH TEXAS STREET,Solano,CA,94533.0
4866,Fairfield Branch,5095 BUSINESS CENTER DRIVE,Solano,CA,94534.0
4867,Fremont Branch,38980 FREEMONT BOULEVARD,Alameda,CA,94536.0
4868,Paseo Padre Branch,39395 PASEO PADRE PKWY,Alameda,CA,94538.0
4869,Fremont - Pacific Commons Branch,43333 CHRISTY STREET,Alameda,CA,94538.0
4870,Fremont Irvington Branch,3906 WASHINGTON BLVD,Alameda,CA,94538.0
4871,Foothill Blvd Branch,22370 FOOTHILL BLVD,Alameda,CA,94541.0
4872,Jackson and Amador Branch,255 W JACKSON ST,Alameda,CA,94544.0
4873,Southland Branch,24333 SOUTHLAND DR,Alameda,CA,94545.0
4874,Castro Valley Branch,3449 CASTRO VALLEY BLVD,Alameda,CA,94546.0
4875,Hercules Branch,"3600 SAN PABLO AVENUE, SUITE 2",Contra Costa,CA,94547.0
4876,Mt Diablo Blvd Branch,3492 MT. DIABLO BLVD.,Contra Costa,CA,94549.0
4877,Livermore Branch,275 SOUTH K STREET,Alameda,CA,94550.0
4878,Las Positas and First Branch,4355 1ST STREET,Alameda,CA,94551.0
4879,Martinez Branch,4201 ALHAMBRA AVE,Contra Costa,CA,94553.0
4880,Morello & Arnold Banking Center,1125 ARNOLD DRIVE,Contra Costa,CA,94553.0
4881,Trancas St Branch,699 TRANCAS STREET,Napa,CA,94558.0
4882,Soscol Avenue Branch,257 SOSCOL AVENUE,Napa,CA,94559.0
4883,Newark - Jarvis Branch,6213 JARVIS AVENUE,Alameda,CA,94560.0
4884,Oakley Branch,2535 MAIN STREET,Contra Costa,CA,94561.0
4885,Fitzgerald & Appian Way Bnkg Ctr Branch,1541 FITZGERALD DRIVE,Contra Costa,CA,94564.0
4886,Pittsburg Branch,2136 RAILROAD AVENUE,Contra Costa,CA,94565.0
4887,Bailey Rd and W Leland Rd Branch,670 BAILEY RD,Contra Costa,CA,94565.0
4888,Main Street and Division Branch,561 MAIN STREET,Alameda,CA,94566.0
4889,Dublin Blvd Branch,"7600 DUBLIN BLVD, SUITE 101",Alameda,CA,94568.0
4890,Dublin Corners Branch,4520 DUBLIN BLVD.,Alameda,CA,94568.0
4891,E 14th Street San Leandro Branch,1601 E 14TH STREET,Alameda,CA,94577.0
4892,Bayfair Branch,1320 FAIRMONT DR,Alameda,CA,94578.0
4893,San Leandro - Greenhouse Branch,699 LEWELLING BLVD.,Alameda,CA,94579.0
4894,San Lorenzo Branch,18499 HESPERIAN BOULEVARD,Alameda,CA,94580.0
4895,Dougherty and Bollinger Branch,"11030 BOLLINGER CANYON RD, STE 100",Contra Costa,CA,94582.0
4896,San Ramon Branch,3104 A CROW CANYON PLACE,Contra Costa,CA,94583.0
4897,Bollinger Canyon Road and Alcosta Boulevard Branch,300 MONTGOMERY STREET,Contra Costa,CA,94583.0
4898,Sunset Ave and Merganser Branch,"278 SUNSET AVENUE, SUITE B",Solano,CA,94585.0
4899,Union City - Alvarado Niles Branch,32101 UNION LANDING,Alameda,CA,94587.0
4900,Alvarado Niles and Decoto Branch,34536 ALVARADO NILES ROAD,Alameda,CA,94587.0
4901,Stoneridge Mall Rd Branch,5800 STONERIDGE MALL ROAD,Alameda,CA,94588.0
4902,Hopyard and Pleasanton Branch,"4747 HOPYARD ROAD, SUITE E01",Alameda,CA,94588.0
4903,Santa Rita Road Branch,3506 OLD SANTA RITA ROAD,Alameda,CA,94588.0
4904,Vallejo Branch,901 TENNESSEE STREET,Solano,CA,94590.0
4905,Turner Parkway Branch,972A ADMIRAL CALLAGHAN LANE,Solano,CA,94591.0
4906,Glen Cove & Robles Banking Center Branch,102 ROBLES WAY,Solano,CA,94591.0
4907,Tice Valley Boulevard Branch,1994 TICE VALLEY BOULEVARD,Contra Costa,CA,94595.0
4908,Main and Newell Branch,1390 SOUTH MAIN STREET,Contra Costa,CA,94596.0
4909,Broadway & Mount Diablo Blvd,1360 MOUNT DIABLO BLVD,Contra Costa,CA,94596.0
4910,Walnut Creek Geary Bnkg Ctr Branch,1510 PALOS VERDE'S MALL,Contra Costa,CA,94597.0
4911,Oak Grove Branch,2200 OAK GROVE ROAD,Contra Costa,CA,94598.0
4912,Walnut Creek - Ygnacio Plaza Branch,1895 YGNACIO VALLEY ROAD,Contra Costa,CA,94598.0
4913,E 14th Oakland Branch,3310 E 14TH STREET,Alameda,CA,94601.0
4914,Dimond Branch,3438 FRUITVALE AVENUE,Alameda,CA,94602.0
4915,East 18th Branch,270 EAST 18TH STREET,Alameda,CA,94606.0
4916,Franklin Street & 8th Bankinig Center Branch,401 8TH STREET,Alameda,CA,94607.0
4917,Emeryville Branch,5747 CHRISTIE AVENUE,Alameda,CA,94608.0
4918,Lakeshore Branch,3241 LAKESHORE AVE.,Alameda,CA,94610.0
4919,Rockridge Branch,5050 BROADWAY,Alameda,CA,94611.0
4920,Mountain Blvd Branch,2051 MOUNTAIN BLVD,Alameda,CA,94611.0
4921,Oakland 20th St Branch,350 - 20TH STREET,Alameda,CA,94612.0
4922,Broadway and 14th St Branch,1330 BROADWAY,Alameda,CA,94612.0
4923,Shattuck Branch,2150 SHATTUCK AVENUE,Alameda,CA,94704.0
4924,Solano Branch,1870 SOLANO AVE.,Alameda,CA,94707.0
4925,Shattuck and Channing Branch,2390 SHATTUCK AVENUE,Alameda,CA,94720.0
4926,San Pablo Ave Branch,12121 SAN PABLO AVE.,Contra Costa,CA,94805.0
4927,Hilltop Mall Road Branch,3110 HILLTOP MALL ROAD,Contra Costa,CA,94806.0
4928,San Pablo Branch,"14330 SAN PABLO AVENUE, SUITE D",Contra Costa,CA,94806.0
4929,C Street & 4th Street Banking Center Branch,1299 4TH STREET,Marin,CA,94901.0
4930,San Rafael Branch,300 LAS GALLINAS ROAD,Marin,CA,94903.0
4931,Greenbrae Branch,401 SIR FRANCIS DRAKE BOULEVARD,Marin,CA,94904.0
4932,Tiburon Branch,1535 TIBURON BLVD,Marin,CA,94920.0
4933,Corte Madera Branch,437 CORTE MADERA TOWN CENTER,Marin,CA,94925.0
4934,Rohnert Park Branch,201 ROHNERT PARK EXPRESSWAY E,Sonoma,CA,94928.0
4935,Camino Alto & East Blithdale Banking Center,630 EAST BLITHEDALE AVE,Marin,CA,94941.0
4936,Vintage Way Branch,251 VINTAGE WAY,Marin,CA,94945.0
4937,Grant Avenue Branch,1595 GRANT AVENUE,Marin,CA,94945.0
4938,Petaluma Branch,101 WESTERN AVE,Sonoma,CA,94952.0
4939,Kenilworth and East Washington Branch,"401 KENILWORTH DRIVE, SUITE 440",Sonoma,CA,94952.0
4940,Sir Francis Drake & Shaw Drive Banking Center Branch,894 SIR FRANCIS DRAKE BOULEVARD,Marin,CA,94960.0
4941,Bridgeway and El Portal Branch,675 BRIDGEWAY,Marin,CA,94965.0
4942,Aptos Branch,7851 SOQUEL DR,Santa Cruz,CA,95003.0
4943,Winchester Branch,1605 SOUTH WINCHESTER BOULEVARD,Santa Clara,CA,95008.0
4944,Campbell - Pruneyard Branch,1875 S BASCOM AVE,Santa Clara,CA,95008.0
4945,Capitola Branch,1990 41ST AVENUE,Santa Cruz,CA,95010.0
4946,De Anza Blvd Branch,10250 S DE ANZA BLVD,Santa Clara,CA,95014.0
4947,Stevens Creek Branch,20573 STEVENS CREEK BLVD,Santa Clara,CA,95014.0
4948,Gilroy Branch,1177 FIRST ST,Santa Clara,CA,95020.0
4949,Hollister Branch,494 TRES PINOS ROAD,San Benito,CA,95023.0
4950,North Santa Cruz Branch,400 N SANTA CRUZ AVE,Santa Clara,CA,95030.0
4951,Los Gatos - Los Gatos Blvd Branch,15698 LOS GATOS BLVD,Santa Clara,CA,95032.0
4952,Los Gatos Union Ave Branch,15521 UNION AVE,,CA,95032.0
4953,South Park Victoria Dr Branch,1285 SOUTH PARK VICTORIA DRIVE,,CA,95035.0
4954,Mulpitas Branch,37 NORTH MILPITAS BOULEVARD,,CA,95035.0
4955,Jacklin & Arizona Baking Center Branch,261 JACKLIN ROAD,,CA,95035.0
4956,Morgan Hill Branch,17599 MONTEREY ST,,CA,95037.0
4957,Santa Clara Valley Fair Branch,2915 STEVENS CREEK BLVD.,,CA,95050.0
4958,El Camino Real and Los Padres Branch,2200 EL CAMINO REAL,,CA,95050.0
4959,Homestead and Kiely Banking Center Branch,808 KIELY BOULEVARD,,CA,95051.0
4960,El Camino Real and Flora Vista Branch,3495 EL CAMINO REAL,Santa Clara,CA,95051.0
4961,Santa Cruz Branch,730 OCEAN STREET,Santa Cruz,CA,95060.0
4962,Mission St and Almar Ave Branch,2111 MISSION ST,Santa Cruz,CA,95060.0
4963,Scotts Valley Branch,247 MOUNT HERMAN ROAD,Santa Cruz,CA,95066.0
4964,Saratoga Branch,12200 SARATOGA-SUNNYVALE RD,Santa Clara,CA,95070.0
4965,Big Basin & Saratoga Los Gatos Banking Center Branch,14410 BIG BASIN WAY,Santa Clara,CA,95070.0
4966,Watsonville Branch,630 MAIN ST,Santa Cruz,CA,95076.0
4967,Coleman Ave Branch,"595 COLEMAN AVENUE, SUITE 10",Santa Clara,CA,95110.0
4968,San Jose Downtown Branch,55 W SANTA CLARA ST,Santa Clara,CA,95113.0
4969,San Jose - Alum Rock Branch,1918 ALUM ROCK AVE,Santa Clara,CA,95116.0
4970,Almaden Branch,5393 ALMADEN EXPRESSWAY,Santa Clara,CA,95118.0
4971,San Jose - Bernal Branch,109 BERNAL RD,Santa Clara,CA,95119.0
4972,Almaden Valley Banking Center Branch,"6471 ALMADEN EXPRESSWAY, SUITE 50",Santa Clara,CA,95120.0
4973,Silver Creek Branch,"1705 EAST CAPITOL EXPRESSWAY, SUITE 30",Santa Clara,CA,95121.0
4974,Story Rd Branch,"1705 STORY RD, STE A",Santa Clara,CA,95122.0
4975,Blossom Hill Rd Branch,405 BLOSSOM HILL RD,Santa Clara,CA,95123.0
4976,Cottle and Raleigh Branch,"5640 COTTLE RD, STE 10",Santa Clara,CA,95123.0
4977,Camden Branch,1866 CAMDEN AVENUE,Santa Clara,CA,95124.0
4978,Foxworthy and Meridian Branch,3015 MERIDIAN AVE,Santa Clara,CA,95124.0
4979,Curtner & Union Banking Center,"2699 UNION AVENUE, UNIT 30",Santa Clara,CA,95124.0
4980,Willow Glen Branch,1402 LINCOLN AVENUE,Santa Clara,CA,95125.0
4981,The Plant Branch,"2199 MONTEREY HIGHWAY, SUITE 30",Santa Clara,CA,95125.0
4982,Almaden Road & Almaden Exp Bking Ctr Branch,2436 ALMADEN ROAD,Santa Clara,CA,95125.0
4983,Meridian & San Carlos Branch,1432 WEST SAN CARLOS STREET,Santa Clara,CA,95126.0
4984,East Foothills Branch,2791 STORY RD,Santa Clara,CA,95127.0
4985,Saratoga Ave Branch,1725 SARATOGA AVE,Santa Clara,CA,95129.0
4986,San Jose - Lawrence Branch,5142 STEVENS CREEK BLVD,Santa Clara,CA,95129.0
4987,Bollinger and Miller Branch,1000 MILLER AVE,Santa Clara,CA,95129.0
4988,Oakland Road & Brokaw Road Banking Center,1077 EAST BROKAW ROAD,Santa Clara,CA,95131.0
4989,Berryessa Branch,2670 BERRYESSA ROAD,Santa Clara,CA,95132.0
4990,Capital & Mcfee Banking Cntr Branch,370 NORTH CAPITAL AVENUE,Santa Clara,CA,95133.0
4991,River Oaks Branch,"690 RIVER OAKS PARKWAY, SUITE A",Santa Clara,CA,95134.0
4992,Hwy 237 & North First Street Banking Center,77 HOLGER WAY,Santa Clara,CA,95134.0
4993,San Jose - Evergreen Branch,4055 EVERGREEN VILLAGE SQ,Santa Clara,CA,95135.0
4994,Copperfield and W Capitol Expwy Branch,555 W CAPITOL EXPWY,Santa Clara,CA,95136.0
4995,Stockton Main Street Branch,400 E MAIN ST,San Joaquin,ca,95202.0
4996,Pacific Ave and Benjamin Holt Ave Branch,6623 PACIFIC AVE,Modoc,ca,95207.0
4997,Stockton - Hammer Lane Branch,7847 TAM O SHANTER DR,San Joaquin,ca,95210.0
4998,Stockton - Brookside Branch,2866 W MARCH LANE,San Joaquin,ca,95219.0
4999,Lodi Branch,2445 W KETTLEMAN,San Joaquin,ca,95242.0
5000,Winton Way Banking Center Branch,1641 BELLEVUE ROAD,Merced,ca,95301.0
5001,Tracy - Grant Line Branch,2751 W GRANT LINE RD,San Joaquin,ca,95304.0
5002,Lathrop Branch,15318 HARLAN RD,San Joaquin,ca,95330.0
5003,Manteca Branch,115 W CENTER,San Joaquin,ca,95336.0
5004,Manteca - Spreckels Branch,123 SPRECKELS AVENUE,San Joaquin,ca,95336.0
5005,North Merced Branch,800 WEST OLIVE AVENUE,Merced,ca,95340.0
5006,Mchenry Avenue Branch,2609 MCHENRY AVENUE,Stanislaus,ca,95350.0
5007,Standiford Ave Branch,2900 STANDIFORD AVENUE,Stanislaus,ca,95350.0
5008,Tully Road Branch,"3430 TULLY ROAD, SUITE 10",Stanislaus,ca,95350.0
5009,Century Center Branch,"2401 ORANGEBURG, SUITE 10",Stanislaus,ca,95355.0
