ANIO,MES,MES_NUM,POB_15_MAS,PEA,PEA_OCUP,PEA_DESOC,EMPLEADORES,1_SALARIO,2_SALARIOS,3_SALARIOS,5_SALARIOS,MAS_DE_5_SALARIOS,SIN_INGRESOS,NO_ESPECIFICO_INGRESOS,15_HORAS,34_HORAS,48_HORAS,MAS_DE_48_HORAS,NO_ESPECIFICO_HORAS,TASA_INFORMALIDAD
2018,Diciembre,12,93958342,55859234,53985439,1873795,2748280,8600144,14885082,10000939,6775909,2388316,3259397,8075652,3005151,8996504,24788212,15641531,519369,56.75900681
2019,Enero,1,94086111,55725422,53737276,1988146,2521011,10105956,16866689,9644511,4638676,1787577,3236926,7456941,3039055,9653776,24088836,14291449,440493,56.58626611
2019,Febrero,2,94268094,55840282,53997870,1842412,2535976,10941810,17276000,9593476,4427344,1678125,3176242,6904873,3208408,9395028,25179808,15023021,517036,57.65248889
2019,Marzo,3,94582766,56749752,54907971,1841781,2697544,11086353,17278622,10220630,4454473,1752120,2991246,7124527,3273642,9488868,25292275,15500623,517008,56.72883997
2019,Abril,4,94174859,56211119,54243958,1967161,2522216,10517510,17297822,10197666,4336026,1668002,3101630,7125302,3472519,11393201,22545189,13870007,450747,56.44305307
2019,Mayo,5,94666931,56988752,54987230,2001522,2625435,11184122,17510593,9692970,4555711,1836501,3312747,6894586,3720445,10010886,25315603,14650238,486017,56.14497039
2019,Junio,6,95278662,57633376,55578236,2055140,2659222,10834588,17943410,9853460,4499341,2103591,3240328,7103518,3506958,9254343,25683670,15931461,504641,56.34885569
2019,Julio,7,94459713,57113253,54992489,2120764,2621281,10653116,17955009,9703380,4630480,1882408,3590659,6577437,3248381,8639244,25117111,15394783,483958,56.26278527
2019,Agosto,8,94923048,57338276,55196528,2141748,2670911,11097815,17126638,10142976,4693134,1820968,3505052,6809945,3267249,8785628,25293594,15467005,513509,56.41253196
2019,Septiembre,9,95575190,57456437,55272975,2183462,2741747,11143109,17483140,10068373,4594072,1680982,3362348,6940951,3577650,9854438,25400028,15094530,597684,56.58523899
2019,Octubre,10,94963564,57193109,55106388,2086721,2535859,11027435,17387540,9930055,4905648,2001679,3293043,6560988,3711669,9348955,25360065,15438704,463561,56.2671119
2019,Noviembre,11,95541668,57830796,55840498,1990298,2742279,11212427,17620483,10010294,5061274,2019921,3366859,6549240,3698729,10057788,25734580,14949081,569828,56.07197844
2019,Diciembre,12,96016767,57770046,56091351,1678695,2742505,10978288,17588572,10125807,4948079,2007061,3391385,7052159,3203914,9530924,26308318,15652159,540569,56.08345394
2020,Enero,1,95406712,57005481,54844566,2160915,2529033,12320312,19546323,8541483,3462537,1291602,3187234,6495075,3082746,10247542,24616324,13951169,495170,56.23939115
2020,Febrero,2,96147280,57812506,55747907,2064599,2807409,13020725,19783334,8388344,3769106,1547349,2859176,6379873,3501602,9733958,25560886,15673467,494614,56.23641799
2020,Marzo,3,96113330,57442288,55755648,1686640,2839748,12261220,20201686,8916740,3979070,1737997,2678077,5980858,3409054,9278444,25801353,15868361,441652,55.68375064
2020,Abril,4,95628637,45417952,43294807,2123145,2281263,11164082,15125268,6320770,3338178,1181033,1262712,4902764,4698096,8042135,13205007,7708287,149397,47.72405614
2020,Mayo,5,95866594,45485898,43578792,1907106, 1 960 357,11181813,14317521,5530918,3265560,1136434,2238754,5907792,4279802,10817637,14100168,7726526,248923,51.83669157
2020,Junio,6,96282311,51136700,48328185,2808515,2166562,11504087,17809805,6422508,3074880,1093615,2452855,5970435,4333829,10337292,18493740,10428354,777162,53.0271
2020,Julio,7,95782580,52615299,49780810,2834489,2481025,11413531,16764819,7000498,3749013,1193356,3245399,6414194,3638763,8991290,20701728,12415298,312014,54.9241
2020,Agosto,8,96670351,53223446,50434270,2789176,2332087,12233421,16455468,7691029,3219681,1273281,3422189,6139201,3600103,9201770,22601653,12068371,387570,55.1377
2020,Septiembre,9,96898682,53844033,51104154,2739879,2459782,11977616,17236419,7540561,3198599,1294009,3055745,6801205,3598347,9839740,22947807,12813972,366829,54.8946
2020,Octubre,10,96847099,55579750,52968794,2610956,2202745,12328638,18292208,8034394,3459004,1420173,3302898,6131479,3689597,9696998,24028858,13819202,353410,55.979
2020,Noviembre,11,97429801,55353910,52934307,2419603,2612226,12542686,18310297,7935356,3506413,1387425,3005253,6246877,4035765,9544944,23541579,13956368,297912,56.2841
2020,Diciembre,12,97379431,54928145,52839287,2088858,2459259,12287112,18174639,7956832,3389542,1354805,2975326,6701031,3803346,9273629,23965330,14148579,329108,55.8375
2021,Enero,1,97218688,54537154,51955462,2581692,2379939,13297545,18559337,7119986,3085314,1022146,3052248,5818886,3790805,9819983,22129965,13078035,346268,55.6374
2021,Febrero,2,97779435,55459583,53033517,2426066,2688048,13963370,19168286,6745196,3275294,1070655,2703152,6107564,3484139,9213483,24387438,14024708,358865,55.5085
2021,Marzo,3,97903986,55975314,53795383,2179931,2750792,14221884,19449880,6574587,3082473,1064666,2871189,6530704,3767958,9340550,24853398,14341990,374014,56.7976
2021,Abril,4,97404803,57520878,54844615,2676263,2620256,14001066,19611586,7134892,3542076,1086062,2862501,6606432,3769645,10486734,23771295,14094187,425073,55.5917
