product_id,product_name,product_description
1,MUÑECOS,EN EMPAQUE DE CARTON ESTAMPADO Y PLASTICO RIGIDO  MUÑECA PARA NIÑA DE LA MARCA BARBIE DE ORIGEN CHINA. CONTENIDO UNA PIEZA MODELO BARBIE BASICA LIFE FASHION CON NUMERO DE LOTE T7439 INDICA INFORMACION IMPORTANTE PARA CONSULTA  IMPO
2,ROPA CABALLERO,CAMISA PARA CABALLERO EN COLOR AZUL MARINO DE LA MARCA C & A DE ORIGEN BANGLADESH  IMPORTADO POR C & A MEXICO  DE COMPOSICION EN 64% ALGODON  32% POLIAMIDA Y 4% ELASTANO CON NUMERO DE LOTE 252959. CONTIENE INSTRUCCIONES DE CUIDADO
3,BRANDY,"UNA BOTELLA BRANDY DE LA MARCA TORRES 10 CON LA LEYENDA 100% DE UVA  GRAN RESERVA CON 38% ALC. VOL. CON UN CONTENIDO NETO DE 700ML CON SELLO DE SHCP CON LA LEYENDA ""EL ABUSE EN EL CONSUMO DE ESTE PRODUCTO ES NOCIVO PARA LA SALUD"""
4,BRANDY,ENVASE DE VIDRIO CONTENIDO BRANDY DE LA MARCA AZTECA DE ORO  SOLERA RESERVADA CON 38% ALC. VOL. CONTENIDO NETO 700ML HECHO ENMEXICO PRODUCTO 100% DE UVA FABRICADO POR INDUSTRIAS VINICOLAS PEDRO DOMER  S.A. DE C.V.
5,BRANDY,BOTELLA DE VIDRIO CONTENIDO BRANDY 100% UVA GRAN RESERVA MARCA TORRES 10 CONT. NET. 700ML  38%ALC. VOL. ORIGEN ESPAÑA
6,BRANDY,BOTELLA DE VIDRIO CONTENIDO BRANDY 100% DE UVA MARCA TORRES 10 CONTENIDO NETO 700 ML  38% ALC. VOL. ORIGEN ESPAÑA
7,ZAPATOS,ZAPATOS EN COLOR ROJO PARA CABALLERO DE LA MARCA PUMA DE LA TALLA 24 CORTE PIEL VACUNO  FORRO TEXTIL  SUELA SINTETICA HECHO EN INDONESIA IMPORTADO Y DISTRIBUIDO POR DA MEXICO CALZADO Y ARTICULOS DEPORTIVOS S. DE R.L. DE C.V.
8,ROPA,VESTIDO CORTO ESTILO 12249  TALLA 13  100% POLIESTER  FORRO NACIONAL. LAVAR EN SECO. NO USAR BLANQUEADOR. PLANCHAR CON LIENZO HECHO EN MEXICO DE LA MARCA LA DIFFERENCE  S.A. DE C.V.
9,RON,"EN ENVASE DE VIDRIO CONTENIDO 750 ML DE RON TIPO SOLERA DE LA MARCA BACARDI CON 38% ALC. VOL. HECHO EN MEXICO CON LEYENDA INSERTA: EL ABUSO EN EL CONSUMO DE ESTE PRODUCTO ES NOCIVO PARA LA SALUD"""
10,TEQUILA,BOTELLA DE VIDRIO CONTENIDO TEQUILA 100% DE AGAVE MARCA GRAN CENTENARIO REPOSADO. HECHO EN MEXICO CONTENIDO NETO 950 ML 35% ALC. VOL. CON LEYENDA DE ABUSO DEL CONSUMO DE ESTE PRODUCTO ES NOCIVO PARA LA SALUD
11,BRANDY,"ENVSE DE VIDRIO CONTENIDO BRANDY PENEDES 100% DE UVA GRAN RESERVA TORRES 10 ORIGEN ESPAÑA CON CONTENIDO NETO 750 ML  38% ALC. VOL. CON LEYENDA ""ESTE PRODUCTO EN EXCESO ES NOCIVO PARA LA SALUD"" LOTE 6424821"
12,BRANDY,"BOTELLA DE VIDRIO CONTENIDO BRANDY 100% DE UVA GRAN RESERVA MARCA TORRES 10 CONT. NET. 700ML  38% ALC. VOL. DE ORIGEN ESPAÑA CON LA LEYENDA ""EL ABUSO EN EL CONSUMO DE ESTE PRODUCTO ES NOVICO PARA LA SALUD"" LOTE L414211"
13,BRANDY,"BOTELLA DE SOLERA GRAN RESERVA DE LA MARCA TORRES 5 CON UN CONTENIDO DE 700ML Y 38% ALC. VOL.  100% UVA CON LA LEYENDA""EL ABUSO EN ELCONSUMO DE ESTE PRODUCTO ES NOCIVO PARA LA SALUD"""
14,CERVEZA,"ENVASE DE VIDRIO CON CONTENIDO NETO DE 355 ML DE CERVEZA NEGRA DE LA MARCA MODELO CON 5.3 ALC. VOL. HECHO EN MEXICO CON LA LEYENDA ""EL ABUSO EN EL CONSUMO DE ESTE PRODUCTO ES NOCIVO PARA LA SALUD"""
15,TEQUILA,ENVASE DE VIDRIO CONTENIDO 700 ML DE TEQUILA REPOSTADO  100% DE AGAVE  CON 35% VOL. ALC. HECHO EN MEXICO CON NeMERO DE LOTE 35613 DE LA MARCA CENTENARIO
16,MEZCAL,ENVASE DE VIDRIO CONTENIDO MEZCAL  750ML 100% DE AGAVE  HECHO EN MEXICO  38% VOL. ALC. HECHO EN MEXICO DE LA MARCA EL SEÑORIO  MEZCAL JOVEN CON GUSANO
17,BRANDY,ENVASE DE VIDRIO CON CONTENIDO NETO DE 700ML DE BRANDY IMPERIAL  100% DE UVA CON 38% ALC. VOL. DE LA MARCA TORRES 10
18,TEQUILA,"UNA BOTELLA DE TEQUILA DE LA MARCA GRAN CENTENARIO CON LA LEYENDA 100% AGAVE CON UN CONTENIDO NETO DE 700ML Y 35% ALC. VOL. CON LA LEYENDA ""EL ASUO EN EL CONSUMO DE ESTE PRODUCTO ES NOCIVO PARA LA SALUD"" CON NUMERO DE LOTE L073714"
19,MEZCAL,"UNA BOTELLA DE MEZCAL DE LA MARCA ALACRAN CON CONTENIDO NETO 750ML  46% ALC. VOL. Y 100% AGAVE ESPADIN.PRODUCCION ARTESANAL CON LA LEYENDA ""EL ABUSO EN EL CONSUMO DE ESTE PRODUCTO ES NOCIVO PARA LA SALUD"""
20,BRANDY,"UNA BOTELLA DE BRANDY DE LA MARCA TORRES 10 CON CONT. NETO DE 700ML  38% ALC. VOL. DE ORIGEN ESPAÑA  CON LEYENDA ""EL ABUSO EN EL CONSUMO DE ESTE PRODUCTO ES NOCIVO PARA LA SALUD"""
21,BEBIDAS,EMPAQUE DE PLASTICO CONTENIDO 357 GR DE ALIMENTO EN POLVO PARA PREPARAR BEBIDA FORTIFICADA SABOR A CHOCOLATE DE LA MARCA NESTLE  ENRIQUECIDO CON VITAMINAS MINERALES Y HIERRO CON INSTRUCCION DE PREPARACION HECHO EN MEXICO CON CARACT
22,SOPA DE PASTA,ENVASE DE PLASTICO DE LA MARCA KNORR CONTENIDO 95 GR DE SOPA DE FIDEOS  FORTIFICADA CON VITAMINAS EMPAQUE PARA CUATROPORCIONES RINDIENDO UN LIGRO DE AGUA MISMA CON INFORMACION NUTRIMENTAL CON CARACTERISTICAS DEL PRODUCTO EN EL EMPA
23,GELATINAS,EMPAQUE DE PLASTICO CONTENIDO 25 GR DE POLVO PARA PREPARAR GELATINA BAJA EN CALORIAS SABOR A FRESA CUAL RINDE UN LIGRO DE LA MARCA JELLO LIGHT  CON DESCRIPCION DE INGREDIENTES  INSTRUCCIONES DE PREPARACION  CADUCIDAD DE OCTUBRE 201
24,PRODUCTO LACTEO COMBINADO,EMPAQUE DE PLASTICO CONTENIDO 227 GR DE SUSTITUTO DE CREMA PARA CAFE EN POLVO LIBRE DE COLESTEROL Y GRASAS TRANS DE LAM ARCA CALKINS HECHO EN EUA. CON TABLA DE INFORMACION NUTRIMENTAL  DESCRIBIENDO CARACTERISTICAS DEL PRODUCTO  MIS
25,ATUN,LOMO DE ATUN MARCA DOLORES CONT. NET. 295 GR HECHO EN MEXICO
26,VELADORAS  Y CERAS,VELADORA MARCA CRISTO REY CONT. NET. 1 PIEZA HECHO EN MEXICO
27,FRIJOLES,FRIJOLES NEGROS REFRITOS MARCA LA SIERRA CONT. NET. 580 GR HECHO EN MEXICO
28,ATUN,LATA DE ATUN  DE LOMO ALETA AMARILLA
29,HUEVO,EMPAQUE DE PLASTICO CONTENIDO 18 HUEVOS BLANCOS
30,TEQUILA,BOTELLA DE TEQUILA CONTENIDO NETO 950 ML CON 35% ALC.
31,BRANDY,BOTELLA DE BRANDY CONTENIDO NETO 700 ML 38% ALC.
32,WHISKY,BOTELLA DE WHISKY CONENIDO 750 ML CON 40% ALC.
33,TEQUILA,CUMPLE CON LA NORMA
34,BRANDY,CUMPLE CON LA NORMA
35,TEQUILA,BOTELLA DE TEQUILA JOSE CUERVO DE 695 ML 100% AGAVE AZUL CON 38% ALC. VOL.
36,BRANDY,BOTELLA DE BRANDY TORRES 5 CONTENIDO NETO 700 ML CON 38% ALC. VOL.
37,TEQUILA,BOTELLA DE TEQUILA CONTENIDO NETO 950ML 35% ALC.
38,BRANDY,BOTELLA DE BANDY CONTENIDO NETO DE 700ML  100% DE UVA 38% ALC.
39,WHISKY,BOTELLA DE WHISKY CONTENIDO NETO 750ML
40,TEQUILA,BOTELLA DE VIDRIO CON TEQUILA REPOSADO 100% DE AGAVE AZUL  CONTENIDO NETO DE 695 ML CON 38% ALC.
41,WHISKY,BOTELLA DE VIDRIO CON WHISKY AÑEJADO BLACK LABEL CONTENIDO NETO 750ML
42,BEBIDAS,SUERO REHIDRATANTE SABER FRESA ELECTROLIT MARCA PISA CONTENIDO NETO 625 ML
43,JUGOS,ENVASE DE VIDRIO CONTENIDO JUGO DE MANZANA Y CIRUELA PASA  GERBER MARCA NESTRLE CONTENIDO NETO 175 ML
44,TEQUILA,CUMPLE CON LA NOM
45,BRANDY,CUMPLE CON LA NOM
46,HUEVO,CHAROLA DE HUEVO CONTENIDO 12 PIEZAS
47,ACEITE COMESTIBLE,ACEITE MARCA SABRO SANO DE 746 ML VEGETAL COMESTIBLE DE SOYA Y CANOLA
48,MEDICAMENTOS,CUMPLE CON LA NOM
49,LECHE,CUMPLE CON LA NOM
50,TRAJE DE BAÑO,TRAJE DE BAÑO PARA MUJER EN UNA PIEZA EN COLOR NEGRO  TALLA 7. 82% POLIAMIDA  18% ELASTANO  FORRO 100%  POLIAMIDA. HECHO EN MEXICO POR: CREACIONES GUZ  S.A. DE C.V. CON INSTRUCCIONES DE LAVADO DE LA MARCA ZONE BEACH
51,TRAJE DE BAÑO,TRAJE DE BAÑO PARA DAMA DE DOS PIEZAS DE COLOR ROZA TALLA G-11 DE LA MARCA ZONE BEACH CUERPO CALZON 83% POLIAMIDA  17% ELASTANO  FORRO 100% POLIAMIDA CON INSTRUCCIONES DE LAVADO. HECHO EN MEXICO POR CREACIONES GUZ S.A. DE C.V.
52,TRAJE DE BAÑO,TRAJE DE BAÑO PARA NIÑO  TALLA MEDIANA Y COLOR AZUL MARINO DE LA MARCA VOIT  HECHO EN MEXICO CON INSTRUCCIONES DE LAVADO
53,TRAJE DE BAÑO,TRAJE DE BAÑO PARA DAMA DE BAÑO  TALLA 34  MARCA NIKE  FABRICADO POR PERRY ELLIS MEXICO  S. DE R.L. DE C.V.  HECHO EN MEXICO CON INSTRUCCIONES DE USO Y LAVADO
54,TRAJE DE BAÑO,TRAJE DE BAÑO DE LA MARCA ARENA  COLOR AZUL MARINO TALLA 36  HECHO EN CHINA IMPORTADO POR ARENA CONTINENTAL IMPORTACIONES  S.A. DE C.V. CON INDICACIONES DE LAVADO
55,TRAJE DE BAÑO,TRAJE DE BAÑO PARA DAMA TALLA 6  COLOR NEGO CON AZUL  HECHO EN CHINA  79% POLIAMIDA  21% ELASTANO  IMPORTADO POR PVH MEXICO S.A. DE C.V.  CON INSTRUCCIONES DE LAVADO
56,TEQUILA,tequila gran centenario plata contenido neto 700 mililitros 100% de agave 35% alc. vol. de origen mexico
57,RON,envase de vicrio ron de la marca matusalem de origen cuba  contenido neto 750 mililitros importado por casa cuervo
58,TEQUILA,Botella de vidrio contenido tequila  700 ml  40% alc.
59,CERVEZA,Botella de vidrio contenido cerveza  355 ml  con 4 5% alc. vol.
60,BEBIDA ALCOHOLICA,botella de vicrio conteniendo tequila reposado 100% de agave marca el jimador contenido neto 700ml  35% alc. vol. hecho en mexico por casa herradura en camino a la barranca del tecuane no. 10 amatitan jalisco c.p. 45380 leyenda el
61,BEBIDA ALCOHOLICA,cerveza lager especial marca dos equis contenido neto 325 mililitros 4.3 de alc. vol. hecho en mexico por cervecedria cuauhtemoc moctezuma
62,TEQUILA,BOTELLA DE VIDRIO CONTENIDO TEQUILA REPOSADO 100% DE AGAVE 700ML 40% ALC. VOL.
63,CERVEZA,BOTELLA DE VIDRIO CON CERVEZA PREMIUM CONTENIDO NETO 355 ML
64,BRANDY,ENVASE DE VRIDRIO CON BRANDY CONTENIDO NETO 700 ML 100% DE UVA
65,TEQUILA,ENVASE DE VIDRIO CON TEQUILA 100% DE AGAVE CONTENIDO NETO 700ML
66,TEQUILA,"ENVASE DE VIDRIO TEQUILA REPOSADO DE LA MARCA JOSE CUERVO TRADICIONAL CON CONTENIDO NETO DE 695ML  100% DE AGAVE AZUL  INDICA 28% ALC. VOL. HECHO EN MEXICO OSTENTA LA LEYENDA ""EL ABUSO EN EL CONSUMO DE ESTE PRODUCTO ES NOCIVO PARA"
67,BRANDY,"ENVASE DE VIDRIO BOTELLA DE LA MARCA GRAN RESERVA TORRES 10 DE ORIGEN ESPAÑCA CON CONT. NET. DE 700ML  100% DE UVA INDICA 38% ALC. VOL. HECHO EN ESPAÑA Y OSTENTA LA LEYENDA ""EL ABUSO EN EL CONSUMO DE ESTE PRODUCTO ES NOCIVO PARA SA"
68,TEQUILA,BOTELLA DE TEQUILA REPOSADO CONTENIDO 695 ML 100% AGAVE AZUL
69,BRANDY,BOTELLA DE VIDRIO CON BRANDY 700ML 100% UVA
70,TEQUILA REPOSADO,"BOTELLA DE VIDRIO CONTENIDO TEQUILA REPOSADO 100% DE AFAVE AZUL JOSE CUERVO TRADICIONAL CONT. NET. 695ML  38% ALC. VOL. HECHO EN MEXICO CON LA LEYENDA ""EL ABUSO DE ESTE PRODUCTO ES NOCIVO PARA LA SALUD"""
71,CERVEZA,"BOTELLA DE VIDRIO CONTENIDO CERVEZA CLARA CORONO EXTRA CONT. NET. 355ML  4.5% ALC. VOL. HECHO EN MEXICO POR CERVECERIA MODELO  S.A. DE C.V. CON LA LEYENDA ""EL ABUSO EN EL CONSUDMO DE ESTE PRODUCTO ES NOCIVO PARA LA SALUD"""
72,TEQUILA,BOTELLA DE VIDRIO CONTENIDA TEQUILA REPOSADO 100% AGAVE DE 750 ML
73,CERVEZA,BOTELLA DE VIDRIO CONTENIDO CERVEZA DE 355 ML
74,TEQUILA,"BOTELLA DE VIDRIO CONTENIDO TEQUILA AÑEKO 100% DE AGAVE CONT. NET. 750ML  40% ALC. VOL. HECHO EN MEXICO POR CASA HERRADURA. CON LA LEYENDA ""EL ABUSO DEL CONSUMO DE ESTE PRODUCTO ES NOCIVO PARA LA SALUD"""
75,CERVEZA,"ENVASE DE VIDRIO CONTENIDO CERVEZA CLARA MARCA PACIFICO CONT. NET. 355ML 4.5% ALC. VOL. HECHO EN MEXICO POR CERVECERIA DEL PACIFICO S. DE R.L. DE C.V. CON LA LEYENDA ""EL ABUSO DEL CONSUMO DE ESTE PRODUCTO ES NOCIVO PARA LA SALUD"""
76,TEQUILA,"BOTELLA DE VIDRIO CONTENIDO TEQUILA AÑEJO 100% DE AGAVE  CENTENARIO  CONT  NET  695 ML  38% ALC. VOL. HECHO EN MEXICO CON LA LEYENDA ""EL ABUSO EN EL CONSUMO DE ESTE PRODUCTO ES NOCIVO PARA LA SALUD"""
77,CERVEZA,BOTELLA DE VIDRIO  CONTENIDO CERVEZA OSCURA  MARCA INDIO. CONT. NET. 320 ML  4.1 % ALC. VOL. HECHO EN MEXICO POR CERVECERIA CUAUTHEMOC MOCTEZUMA  S.A. DE  C.V. CON LA LEYENDA PRECAUTORIA DE CONSUMO
78,TEQUILA,"BOTELLA DE VIDRIO CONTENIDO TEQUILA REPOSADO 100% DE AGAVE AZUL  JOSE CUERVO TRADICIONAL CONT. 695ML  38% ALC. VOL. HECHO EN MEXICO CON LA LEYENDA ""EL ABUSO EN EL CONSUMO DE ESTE PRODUCTO ES NOCIVO PARA LA SALUD"""
79,CERVEZA,ENVASE EN ALUMINIO 100%  CONTENIDO CERVEZA CLARA LIGHT  MARCA TECATE  CONT. NET. 355ML  3.9% ALC. VOL. HECHO EN MEXICO CON LEYENDA PRECAUTORIA
80,TEQUILA,"EN ENVASE DE VIDRIO TEQUILA DE LA MARCA EL JIMADOR 100% AGAVE CON CONTENIDO NETO DE 700ML HECHO EN MEXICO DE 38% ALC. VOL. PRODUCIDO EN CASA HERRADURA. OSTENTA LA LEYENDA ""EL ABUSO EN EL CONSUMO DE ESTE PRODUCTO ES NOCIVO PARA LA S"
81,BRANDY,EN ENVASE DE VIDRIO BRANDY DE LA MARCA AZTECA DE ORO RESERVADA CONT. NET. 700ML 100% UVA CON 38% ALC. VOL. HECHO EN MEXICO Y OSTENTA LA LEYENDA EL ABUSO EN EL CONSUMO DE ESTE PRODUCTO ES NOCIVO PARA LA SALUD
82,TEQUILA,"EN ENVASE DE VIDRIO TEQUILA DE LA MARCA JOSE CUERVO TRADICIONAL REPOSADO 100% DE AGAVE AZUL DE ORIGEN CON CONTENIDO NETO DE 695ML CON 38% ALC. VOL. HECHO EN MEXICO CON LA LEYENDA ""EL ABUSO EN EL CONSUMO DE ESTE PRODUCTO ES NOCIVO P"
83,BRANDY,EN ENVASE DE VIDRIO BRANDY DE LA MARCA GRAN RESERVA TORRES 10  100% DE UVA DE CONTENIDO NETO 700ML CON 38% ALC. VOL. DE ORIGEN ESPAÑA. OSTENTA LA LEYENDA EL ABUSO EN EL CONSUMO DE ESTE PRODUCTO ES NOCIVO PARA LA SALUD
84,TEQUILA,"ENVASE DE VIDRIO TEQUILA REPOSADO DE LA MARCA ANTIGUO DE HERRADURA  100% DE AGAVE CON CONTENIDO NETO DE 700ML CON 38% Y ALC. VOL.  PRODUCIDO EN CASA HERRADURA Y OSTENTA LA LEYENDA ""EL ABUSO EN EL CONSUMO DE ESTE PRODUCTO ES NOCIVO"
85,BRANDY,"EN ENVASE DE VIDRIO DE BRANDY DE LA MARCA AZTECA DE ORO SOLERA RESERVADO 100% UVA  CON CONTENIDO NETO 700ML  CON 38% ALC. VOL. HECHO EN MEXICO POR INDUSTRIASL VINICOLAS PEDRO DOMEQ  S.A. DE C.V. Y OSTENTA LA LEYENDA ""EL ABUSO EN EL"
86,TEQUILA,"BOTELLA DE VIDRIO CONTENIDO TEQUILA AÑEKO 100% DE AGAVE HECHO EN MEXICO CONT. NET. DE 750ML 35% ALC. VOL. POR CASA HERRADURA CON LA LEYENDA ""EL ABUSO EN EL CONSUMO DE ESTE PRODUCTO ES NOCIVO PARA LA SALUD"""
87,CERVEZA,BOTELLA DE VIDRIO CONTENIDO CERVEZA OSCURA MARCA NEGRA MODELO CONT. NET. 355ML 5.3# ALC. VOL. HECHO EN MEXICO POR CERVECERIA MODELO S. DE R.L. DE C.V. CON LA LEYENDA EN EL ABUSO DEL CONSUMO DE ESTE PRODUCTO ES NOCIVO PARA LA ASALUD
88,BRANDY,ENVASE DE VIDRIO CON BRANDY 100% UVA DE 700 ML
89,CERVEZA,"ENVASE DE ALUMINIO CONTENIDO CERVEZA TIPO VIENS MARCA VICTORIA CONTENIDO NETO 435 ML 4.0% ALC. VOL. HECHO EN MEXICO POR CERVECERIA MODELO S. DE R.L. DE C.V. CON LA LEYENDA ""EL ABUSO DEL CONSUMO DE ESTE PRODUCTO ES NOCIVO PARA LA SA"
90,CERVEZA,"EN ENVASE DE VIDRIO CONTENIDO CERVEZA CORONA EXTRA CLARA CONTENIDO NETO 355ML 4.5% ALC. VOL. HECHO EN MEXICO POR CERVECERIA MODELO  S.A. DE C.V. CON LA LEYENDA ""EL ABUSO EN EL CONSUMO DE ESTE PRODUCTO ES NOCIVO PARA LA SALUD"""
91,BRANDY,BOTELLA DE BRANDY DE 700 ML
92,CERVEZA,"EN ENVASE DE VIDRIO CON CERVEZA DE LA MARCA CORONA EXTRA CON UN CONTENIDO NETO DE 355 ML HECHO EN MEXICO CON 4.5% ALC. VOL. ELABORADO POR CERVECERIA MODELO  S.A. DE C.V. OSTENTA LA LEYENDA ""EL ABUSO EN EL CONSUMO DE ESTE PRODUCTO E"
93,BRANDY,"BOTELLA DE VIDRIO CONTENIDO BRANDY 100% DE UVA CONT. NET. 700ML 38% ALC. VOL. HECHO EN ESPAÑA MARCA TORRES 5 CON LEYENDA ""EL ABUSO DEL CONSUMO ES NOCIVO PARA LA SALUD"""
94,TEQUILA,"BOTELLA DE VIDRIO CONTENIDO TEQUILA REPOSADO 100% AGAVE MARCA HERRADURA CONT. NET. 700 ML  40% ALC. VOL. HECHO EN MEXICO POR CASA HERRADURA. LEYENDA PRECAUTORIA ""EL ABUSO EN EL CONSUMO DE ESTE PRODCUTO ES NOCIVO PARA LA SALUD"""
95,BRANDY,BOTELLA DE VIDRIO  BRANDY  CONTENIDO 700ML
96,BRANDY,BOTELLA DE BRANDY DE TORRES 15 700 ML
97,WHISKY,"BOTELLA DE VIDRIO CONTENIDO WHISKY ESCOCES AÑEJADOS MARCA GRAN OLD PARR ORIGEN ESCOCIA CONT. NET. 750ML  40% ALC. VOL. CON LA LEYENDA ""EL ABUSO EN EL CONSUMO DE ESTE PRODUCTO ES NOCIVO PARA LA SALUD"""
98,BRANDY,"EN ENVASE DE VIDRIO DE BRANDY DE LA MARCA TORRES 10 GRAN RESERVA CON UN CONT. NET. DE 700ML  100% DE UVA  CON 38% ALC. VOL. OSTENTA LALEYENDA ""EL ABUSO EN EL CONSUMO DE ESTE PRODUCTO ES NOCIVO PARA LA SALUD"""
99,JUGUETES,ESTUCHE DE CARTON CONTENIDO 80 PIEZAS TRENZADORA ESTUCHE  DONAS GANCHITO SELECCIONADOR ACCESORIOS PARA PEINAR. NO RECOMENDADO PARA NIÑOS MENORES DE 36 MESES POR CONTENER PIEZAS PEQUEÑAS. MANTENER ALEJADO A LOS NIÑOS PEQUEÑOS Y ANIM
100,BRANDY,"EN ENVASE DE VIDRIO  BOTELLA DE BRANDY DE LA MARCA TORRES 10 GRAN RESERVA CON CONT. NET. DE 700ML  100% DE UVA CON 38% ALC. VOL. HECHO EN ESPAÑA. OSTENTA LA LEYENDA ""EL ABUSO EN EL CONSUMO QUE ESTE PRODUCTO ES NOCIVO PARA LA SALUD"""
101,TEQUILA,BOTELLA DE VIDRIO CONTENIDO TEQUILA BLANCO 100% AGAVE
102,BRANDY,BOTELLA DE VIDRIO CONTENIDO BRANDY 100% DE UVA DE 700 ML
103,ARTICULOS DEL HOGAR,SET DE PORTAVASOS 2 PIEZAS
104,WHISKY,ENVASE DE VIDRIO CONTENIDO WHISKY
105,BRANDY,ENVASE DE VIDRIO CONTENIDO BRANDY 100% DE UVA CONT. NETO 700 ML
106,BRANDY,"UNA BOTELLA DE VIDRIO DE BRANDY DE LA MARCA TORRES 5  IMPERIAL BRANDY  CON CONTENIDO NETO DE 700 ML  100% UVA DE ORIGEN ESPAÑA CON 38% ALC. VOL. OSTENTA LA LEYENDA ""EL ABUSO EN EL CONSUMO DE ESTE PRODUCTO ES NOCIVO PARA LA SALUD"""
107,ZAPATOS,UN PAR DE ZAPATOS DE COLOR NEGRO PARA DAMA DEL NUMERO 25.5 CM  DE LA MARCA DOGI  DE ORIGEN MEXICO  MODELO E622  CORTE VACUNO  FORRO DE CERDO  SUELA SINTETICA
108,ARTICULOS DE COCINA,UN SET DE COCINA QUE INCLUYE UN MANDIL  UNA AGARRADERA Y UN GUANTE DE LA MARCA HOME ACCES DE ORIGEN CHINA IMPORTADO POR HOME  CREATE PRODUCTS  S.A. DE C.V.
109,ARTICULOS DE COCINA,UN JUEGO DE CUCHILLOS DE ACERO INOXIDABLE CONTENIDO 7 PIEZAS DE LA MARCA GIBSON DE ORIGEN CHINA
110,CHOCOLATE,PAQUETE DE CHOCOLATE CON LECHE RELLENOS CON LICOR BAILEYS DE 13 PIEZAS
111,CERVEZA,BOTELLA DE VIDRIO CONTENIDO CERVEZA TIPO VIENA CONT. NETO 355 ML
112,VEHICULOS,TAPETE DELANTERO COMPLETO PARA VEHICULOS PICKUP DE CUALQUIER MODELO MARCA LIMEA KRYSTAL MODELO 381 HECHO EN MEXICO
113,RON,"EN ENVASE DE VIDRIO BOTELLA DE RON BACARDI SUPERIOR  DE CONTENIDO NETO DE 980ML. CON 40% ALC. VOL. DE ORIGEN MEXICO. OSTENTA LA LEYENDA ""EL ABUSO EN EL CONSUMO ES NOCIVO PARA LA SALUD"""
114,BRANDY,"EN ENVASE DE VIDRIO BOTELLA DE LA MARCA TORRES 5 IMPERIAL BRANDY DE ORIGEN ESPAÑA  CON CONTENIDO NETO DE 700ML  100% DE UVA CON 38% DE ALC. VOL. OSTENTA LA LEYENDA ""EL ABUSO EN EL CONSUMO ES NOCIVO PARA LA SALUD"""
115,ARROZ,ENVASE EN BOLSA DE PLASTICO QUE CONTIENE ARROZ SUPER ESTRA DE LA MARCA AL GRANO CON CONTENIDO NETO 900GR. IMPORTADO Y ENVASADO POR EMPACADORA LA MERCED S.A. DE C.V. CON TABLA DE INFORMACION NUTRIMENTAL CONFORME ALA NORMA
116,VODKA,ENVASE DE VIDRIO  CONTENIDO VODKA DE LA MARCA ABSOLUT DE CONTENIDO NETO 750 ML CON 40% ALC. VOL.  PRODUCTO SUECO 100% DE GRANO EMBOTELLADO.
117,DETERGENTE LIQUIDO,ENVASE DE PLASTICO CONTENIDO DETERGENTE LIQUIDO LAVATRASTES MARCA AXION CONT. NET. 750 ML  HECHO EN MEXICO PARA COLGATE PALMOLIVE  S.A. DE C.V. CON DIRECCION FISCAL  NUMERO DE LOTE Y FECHA DE CADUCIDAD DE MAYO 2017
118,ACCESORIOS PARA PIEL Y CALZADO,UN PAR DE TENNIS DEPORTIVOS EN COLOR ROJO CON NEGRO DE LA MARCA NIKE  HECHO EN CHINA  IMPORTADO POR NIKE DE MEXICO S DE RL DE CV  CORTE TEXTIL  FORRO TEXTIL  SUELA HULE SINTETICA
119,ACCESORIOS PARA PIEL Y CALZADO,CALZADO DEPORTIVO  COLOR NEGRA CON BLANCO MEDIDA 27 CM  CORTE TEXTIL DE FORRO TEXTIL. SUELA: HULE SINTETICA  MARCA NIKE FURY  PAIS DE ORIGEN VIETNAM  IMPORTADO POR NIKE DE MEXICO  S. DE R.L. DE C.V.
120,APARATOS ELECTRONICOS,UNA MAQUINA DE PROCESAMIENTO AUTOMATICA DE DATOS PORTATIL MARCA VULCA CHALLENGER ORIGEN CHINA IMPORTADO PRO SISTEMAS INTEGRALES GAVON S DE RL DE CV CON DIRECCION FISCAL  CONSUMO DE ENERGIA  MANUAL DE USUARIO CON INFORMACION BASICA
121,COMPUTADORAS PERSONALES,COMPUTADORA PROTATIL TIPO TABLETA MARCA HP STREAM 7  ORIGEN CHINA  IMPORTADO POR HEWLETT PACKARD MEXICO  S. DE R.L. DE C.V. CON DIRECCION  CON ALIMENTACION 5V FREQ N/A 2A  CON MANUAL DE INSTRUCCIONES EN IDIOMA ESPAÑOL  GARANTIA LIM
122,BRANDY,"UNA BOTELLA DE VIDRIO DE BRANDY DE LA MARCA TORRES 10  100% UVA CON UN CONT. NET. 700ML  CON 38% ALC. VOL. DE ORIGEN ESPAÑOL. IMPORTADO POR BODEGA LA NEGRITA DE GUADALAJARA  S..A DE C.V.  CON DIRECCION FISCAL. CON LA LEYENDA ""EL AB"
123,CERVEZA,BOTELLA DE VIDRIO CONTENIDO CERVEZA TIPO VIENA MARCA VICTORIA CONT. NET. 355 ML  40% ALC. VOL. POR CERVECERIA MODELO S.A. DE C.V. CON LA LEYENDA DEL ABUSO EN EL CONSUMO DE ESTE PRODUCTO NO NOCIVO PARA LA SALUD DE ORIGEN MEXICO  CON
