FECHA,IPP,IPC
2019-11-01,99.87228103450953,105.346
2019-12-01,100.149046168079,105.934
2020-01-01,99.8713989880644,106.447
2020-02-01,100.327453557477,106.889
2020-03-01,102.659576415878,106.838
2020-04-01,104.668949614233,105.755
2020-05-01,104.141031040515,106.162
2020-06-01,103.494822641698,106.743
2020-07-01,104.481839333954,107.444
2020-08-01,104.854011747303,107.867
2020-09-01,104.483432542836,108.114
2020-10-01,104.544548056715,108.774
2020-11-01,104.286063610244,108.856
2020-12-01,104.293330453388,109.271
2021-01-01,105.117889550116,110.21
2021-02-01,106.227089169911,110.907
2021-03-01,107.615671628274,111.824
2021-04-01,107.975562356445,112.19
2021-05-01,108.758794456484,112.419
2021-06-01,109.53367544218,113.018
2021-07-01,110.016963327811,113.682
