nodo,nodo_pr_score
2964,0.00020626156398738027
95,0.00020622445193289318
283,0.00020448792037535343
1727,0.0002039969246363126
2772,0.00020348779916738017
2527,0.0002031217022227077
397,0.00020309304124298546
5094,0.00020298725202040068
209,0.00020250357841642495
4032,0.0002023273058468365
4935,0.0002019469774784005
2847,0.0002013823476400747
5759,0.00020116529891713378
4901,0.00020069545353169113
231,0.00020067264961250617
3146,0.00020038309160683239
2889,0.00020012039047330406
556,0.0001995291413177268
3720,0.00019951970574722355
3456,0.00019950703481862379
4887,0.0001990583408193963
1313,0.00019898184631817842
848,0.00019831188751990312
352,0.00019803558876893245
4779,0.00019760373248507086
39,0.00019753680386520956
2060,0.00019736487442909397
1530,0.00019722334324188842
635,0.00019692686437923536
1868,0.00019692146947902455
1702,0.0001969066054666755
1697,0.0001968315193366303
2778,0.00019643220421733975
1322,0.00019637575573110404
4781,0.00019592282179834472
5178,0.0001957526484688706
5366,0.00019565477820636658
4848,0.0001953182006299976
3108,0.00019525292860342094
2398,0.00019521947402082536
2187,0.0001946493114982155
2256,0.00019450697731713713
654,0.00019447776421865516
3577,0.0001944772150919266
4672,0.00019433471463689052
3101,0.00019366953680694787
1455,0.00019364393525676577
3121,0.00019361430741357771
2295,0.00019353079935752033
558,0.00019279631470885602
2830,0.000192405686755234
727,0.00019197387586562193
2509,0.0001915763857645256
2290,0.00019091534095659157
396,0.00019082173677648895
2878,0.00019026747629212752
824,0.00018991207015416805
5153,0.00018988783175640482
79,0.0001897865881006711
2488,0.0001897582649593467
2503,0.00018972867832274317
2378,0.00018962962921270648
2435,0.00018957905846458384
3195,0.00018938948449130557
3487,0.00018921133412746975
2499,0.00018910212703298593
1475,0.00018879458622837937
1817,0.00018794792587645764
165,0.00018790768613642626
9549,0.00018773893683839512
2659,0.00018771076977327282
808,0.00018748936036753512
8195,0.000186942350384078
1462,0.00018674946445919495
3656,0.0001867470625810857
4918,0.00018631288778351906
827,0.0001862760240655838
2448,0.00018624164919664172
2861,0.00018540400559639896
4756,0.00018512861973479726
1369,0.00018490889121656592
175,0.00018369825440125127
11204,0.00018327265964758328
480,0.00018324524990238626
4829,0.000183186746644702
6326,0.00018316771110561583
442,0.0001831048130313356
3086,0.0001830794910431939
3476,0.00018214514415017667
7637,0.0001819204188400935
1701,0.00018190260236794535
5192,0.0001818992033925938
5114,0.00018186231997053642
2137,0.00018143731678945034
5616,0.00018123589374108304
3948,0.00018061473578491352
4658,0.0001803268932139155
11,0.00017972173594950648
151,0.00017797885855452145
838,0.0001779054995494606
1997,0.0001777414378805907
5471,0.00017727575099302285
6233,0.00017682343261245334
2791,0.0001766872781022289
1958,0.0001766843870274511
4799,0.00017664727898524535
1515,0.00017652366513683327
3241,0.00017641202919825422
2493,0.00017629290760402615
4842,0.00017619555650888788
5503,0.00017618215827212087
2836,0.0001761725609164795
3135,0.0001761392137279596
584,0.00017608318168635696
3202,0.0001755585572786959
1551,0.0001755327409547569
90,0.00017506572893670344
2495,0.0001748559055067579
2828,0.00017458568096937867
2320,0.0001745813061996994
5729,0.00017416120501157148
1071,0.0001740738641667989
2561,0.00017405877502669537
1849,0.00017372513581327876
44,0.00017359012838051824
3711,0.00017297910408404937
1658,0.00017282841371326526
4723,0.00017277944195530297
180,0.00017275215122588381
2533,0.00017272657377085513
2930,0.0001726847159953094
4610,0.0001723489143283936
14970,0.00017224612644712423
1947,0.00017197003542845
168,0.00017183478237054015
4736,0.00017183071574637966
2963,0.0001717063186010375
4707,0.00017166035670491457
1084,0.0001715302395770892
4203,0.00017104102289892568
2268,0.00017103679622214598
5204,0.00017087071444931424
4895,0.0001706434027540658
4955,0.00017055914019906002
5936,0.00017040947612054414
961,0.0001703377046421618
1377,0.0001699761590972106
5087,0.00016969017887325064
5996,0.0001693174636366777
3104,0.00016919858249973022
953,0.00016914422192200622
120,0.0001691276191851719
5624,0.0001685612087025928
2525,0.00016850139960977758
5513,0.00016847824845665643
1582,0.0001680012607942379
2013,0.00016794771109133964
14834,0.00016794413253583306
2146,0.00016767320992932538
4138,0.00016751322210153665
3078,0.00016743307584348628
4750,0.00016706502199170922
4964,0.00016695708283939379
1243,0.00016689375786227932
122,0.00016687929998790736
5589,0.0001667259539364538
1042,0.0001659018452410816
5563,0.00016559077990436843
18113,0.00016480505237561615
5288,0.0001646261209136511
6213,0.00016436208639773644
6204,0.00016424901156559732
2221,0.00016375462884672928
4662,0.00016365713460196265
4878,0.00016330902103638188
4147,0.00016299493240557673
981,0.000162889119204867
3019,0.00016243021604621586
2077,0.0001624271821593042
2497,0.00016229730087189686
4867,0.00016211983576378168
5568,0.0001620303495107494
4950,0.0001618456802727597
7309,0.00016135302514489033
14822,0.00016104534577062224
2074,0.0001608934505095703
2305,0.0001608910588197836
295,0.00016031614994719583
7619,0.0001602908202920555
355,0.00016024610975293242
1194,0.0001600496122287869
576,0.00015996528398065616
4683,0.00015961236659548777
4777,0.00015950318151125781
5808,0.00015947679217112045
450,0.00015929105835694554
310,0.00015922659449032196
6268,0.00015917428684147537
2999,0.00015891200948872793
988,0.00015865998686272664
3978,0.00015834587421589895
2943,0.00015831121905511374
11646,0.00015744187766560347
203,0.00015716248112726612
5040,0.00015692556327714477
2727,0.00015678425597419693
3048,0.00015675141393470588
5548,0.00015666609870942388
4769,0.00015636131987741271
5143,0.0001555608520954911
847,0.00015550991789338206
1355,0.00015495279269150876
3344,0.00015492901421407257
42,0.00015492651322620367
5744,0.00015480524705255847
9491,0.00015472514360764024
4110,0.00015444114324862724
4977,0.0001539096815752927
1629,0.00015388075864280917
763,0.00015374134476970418
12920,0.00015373809722381713
1742,0.00015356014509071487
3311,0.00015346827003971664
2839,0.0001531410041095039
5656,0.0001527747017649695
10698,0.0001524187095240321
3486,0.00015225172324027111
3091,0.00015209404497975858
6351,0.0001520722596940274
703,0.00015159610255902162
5162,0.00015159096798469474
8235,0.000151548867635004
2843,0.00015143390616090483
630,0.0001513006133147691
228,0.00015097077926346428
3149,0.00015068786276913306
12659,0.0001506704330272701
8327,0.00015039028759403905
1014,0.00015026587848218002
5279,0.00015014858895548395
2785,0.0001500833505261268
4891,0.0001497583454731877
5210,0.0001496877697794057
2182,0.0001496345077798315
5577,0.00014952394243979158
4922,0.0001494671676741685
6220,0.00014910283058378355
1607,0.0001490730318087449
813,0.00014835046084787166
196,0.00014819814615014073
4339,0.0001475704529540249
4741,0.00014721324590078757
2689,0.0001471511192387683
525,0.00014710236584742717
5023,0.00014702686585998297
2806,0.000146925536208804
3324,0.0001467714167148034
5402,0.00014676503393862167
516,0.00014618170673829818
5680,0.00014598513624019936
767,0.00014587523131317877
1939,0.00014560219268076814
1327,0.00014552917915167031
836,0.00014493489887544445
2491,0.0001448614006013563
10061,0.00014464637588163608
160,0.00014442845919548667
2297,0.00014433988144701437
4674,0.0001442400962641912
4688,0.0001438434049654271
2464,0.0001437659911743837
5111,0.0001436907613174927
5692,0.00014368832769105333
515,0.0001432756427804284
3092,0.00014286269142051823
125,0.00014285168723564628
617,0.00014272302479764536
968,0.000142456398880584
6324,0.0001424122200185761
477,0.0001422795566890184
1898,0.0001421892237040541
8566,0.00014207147355434593
2079,0.00014189205291706075
3741,0.00014177166206460568
5556,0.00014174687088049282
8995,0.0001414644103964178
4345,0.00014114878295385478
268,0.00014108989812397843
10088,0.00014107114320157505
4360,0.00014092063441131919
2813,0.0001408302232616738
3645,0.00014068370003429023
3380,0.00014051349882030626
5914,0.00014049527498331759
2197,0.0001404666656863824
2916,0.00014041507796615994
660,0.00014039142484935618
3326,0.00014037616226433478
15602,0.0001402997484013109
4843,0.00014012656208290403
4694,0.00014000501224104874
781,0.00013998168476035228
1726,0.00013951383779589079
4982,0.00013929135510809838
1541,0.00013923564727806904
4818,0.0001391220598813329
3040,0.00013910503743284
936,0.00013877916880674886
595,0.00013860601886414692
911,0.00013845739705403302
5261,0.0001384501177034056
1129,0.00013838994812520773
4813,0.0001380907934105944
2496,0.00013801174423342814
4003,0.0001379245617895934
2431,0.00013791163187878896
2332,0.0001370071618353146
853,0.00013690722889417612
805,0.00013670792859623348
6574,0.00013666492062163689
1367,0.00013645130650090384
9999,0.0001362352052352023
4835,0.00013621512293410584
5010,0.00013588372084818269
3248,0.00013541082107949328
1072,0.0001354059687883215
3028,0.00013526456509044092
8942,0.00013521415667402893
5211,0.00013519964698511464
4845,0.0001351545471999576
2857,0.0001348713779708075
1931,0.00013486527096839902
1779,0.0001347743942655111
4791,0.00013456167018027393
6094,0.00013455341780206599
7860,0.00013437197566885017
2944,0.00013422922603943725
1625,0.00013418356956167998
2524,0.00013403988117083193
7993,0.00013371878547539573
5149,0.0001335716516618175
5906,0.00013345787852288732
4992,0.00013335448618248457
8182,0.0001333082315719205
9991,0.0001331384997516607
2019,0.00013311772749742236
4826,0.00013293320512324107
1904,0.00013277712401885464
1323,0.00013274099109639084
363,0.0001327271407450801
3841,0.000132665548553097
3090,0.00013263744112797636
8621,0.0001326289761204498
145,0.0001318756158537159
8233,0.0001316180298316368
4168,0.0001314887312752025
3088,0.0001314596365972537
1307,0.0001314371394215062
8397,0.00013126789061777754
314,0.00013108351852125191
667,0.0001309220348600094
3397,0.00013069288386215977
1479,0.00013062997217780533
4994,0.00013043552468178452
5272,0.00013029356219390064
3022,0.00013024108591806941
7962,0.00013022578438935233
8378,0.00012973561010722398
12092,0.00012966048214477726
4726,0.00012954994370946763
2245,0.00012933309562037956
1113,0.0001292315774453007
1215,0.00012922387146298777
2369,0.00012917841955210844
4341,0.00012908998028396415
1333,0.00012878192992957127
11040,0.0001286984706282406
3257,0.00012864067831683097
7710,0.00012839484047689348
4604,0.00012838882773381726
63,0.00012764842339292972
3192,0.00012763424295218084
2179,0.00012734378583991712
9620,0.00012726294376794802
5718,0.00012708773658422939
1763,0.00012707341526901715
4121,0.00012703566041213495
2958,0.0001269695470106015
4900,0.00012649319239144312
6461,0.0001263705180204688
629,0.00012617528770923251
5479,0.0001261187346848516
5651,0.00012578705065056738
5590,0.00012568838920469296
5033,0.0001256827782993184
2759,0.00012552683480067454
1882,0.00012527262328095124
18669,0.00012527103592095348
643,0.00012514867052368928
745,0.00012501253026687541
149,0.00012498177733609572
9406,0.000124980507197986
2938,0.00012492753663064082
5072,0.0001248522481585564
5388,0.0001247604963285246
2856,0.00012465081243994252
5460,0.00012463101490845044
13324,0.0001241718062012644
1078,0.00012407279671174042
2879,0.0001240315678001669
2695,0.0001240311129118838
1725,0.0001240142774691469
2338,0.00012394477015174884
2501,0.0001237185320662479
2997,0.00012347947097662252
6103,0.0001234383226684745
389,0.00012343599036520169
7080,0.0001234343951035168
2600,0.0001233272770986968
2522,0.00012290419991587575
2518,0.00012288280872347205
9212,0.00012260913938577316
10620,0.00012257324327590843
11289,0.00012246705482081612
9748,0.00012234998777054884
1970,0.00012192488748145246
6311,0.0001219006474255494
4996,0.00012189095294169107
5820,0.00012168349904263711
4696,0.0001216735404754915
1484,0.00012131852380457473
2174,0.00012106000415983625
7877,0.00012087700404384306
7587,0.00012073078636057232
73,0.00012072208480699422
3271,0.00012068763134583402
4702,0.00012063295643987442
2201,0.00012004968004796758
1278,0.00012000843578389093
9600,0.00011997479811614342
7806,0.00011994563141254067
627,0.00011972700117960581
992,0.0001197052974192916
1704,0.00011953301398554393
3049,0.00011950597152467831
1901,0.0001194108712147782
5160,0.00011936364506073823
2736,0.00011925286354922321
1365,0.00011921444608256938
5361,0.0001191792407882398
102,0.00011909301065527505
9446,0.0001190369119141322
5022,0.00011892845410773381
275,0.00011892374447996165
448,0.00011889104828073199
1500,0.00011853615520510539
1761,0.00011852915767389037
4946,0.0001185279489885091
3934,0.00011831823228393571
1248,0.00011829141304165391
6121,0.00011827046815929999
4976,0.00011825725854868241
5521,0.00011823455479175647
3513,0.00011739013008618706
1091,0.0001173227434344313
5003,0.00011700375878041332
5510,0.00011682652117361416
5191,0.00011614041500061326
5068,0.00011593469295876455
5748,0.0001158944148198711
45,0.00011588555956127048
6174,0.00011583804313660813
1611,0.00011573127340821006
5340,0.00011539573757382431
2548,0.00011533809283742186
2243,0.00011523292108458489
3128,0.00011520688868070777
1567,0.00011489281939947026
5883,0.00011473605093854599
6012,0.00011468152818696859
3124,0.0001145974600522225
2935,0.00011452613240363135
2041,0.00011451084315544111
658,0.00011446850765301498
11139,0.0001144357601519303
934,0.00011433549497793988
2494,0.00011433482997185579
2483,0.00011431974886073193
1180,0.00011426263752069526
4803,0.00011424068588014533
2315,0.00011417791375295751
937,0.0001141652571133297
645,0.0001141137536037884
3278,0.00011392843709410524
543,0.00011373099287885771
2846,0.00011368905480995065
2117,0.00011356217981105215
1361,0.00011353230208126384
4245,0.00011346999102927003
1440,0.00011346376757143012
3944,0.00011343287826667836
11271,0.00011342070657296836
2923,0.00011329755014243695
10229,0.00011311580063977632
8929,0.0001130825431811099
1032,0.00011308171766375499
4224,0.00011290052704841222
5260,0.00011284269627389627
1019,0.0001128047638065977
1354,0.00011269667104653917
884,0.00011255653138416288
14808,0.00011244076729977782
8264,0.00011231820161765302
732,0.00011200678549927814
4661,0.00011189560055674943
2396,0.0001117757231872449
2222,0.00011169916092928554
2372,0.00011143973554495261
1246,0.00011138394683014376
431,0.00011124848637493778
2508,0.00011113290843879108
1120,0.00011102742701873651
10479,0.00011100149991384582
1525,0.00011075353915469927
4943,0.00011032524325158612
2961,0.00011024321277947832
636,0.00011007491904806427
810,0.00010987968573133701
5894,0.0001098795067961577
2892,0.0001098249085660536
5045,0.00010981317142937008
17191,0.00010966585386761884
11038,0.00010965716049628141
7674,0.00010956991646725862
7424,0.00010954167623438415
3029,0.0001094076762091695
661,0.00010934032513791451
4426,0.00010903249819518902
4665,0.00010900553307169241
4906,0.00010899477669766882
1594,0.00010887503599095344
4582,0.00010882004548367862
188,0.00010848102694841528
7549,0.00010840514535263877
5530,0.0001083795931619494
3188,0.00010831423968891883
5500,0.00010824660690319773
5044,0.00010809817905800797
2273,0.00010809050179857871
462,0.0001079442888301741
1289,0.0001079355468480955
3290,0.00010791644628253265
4034,0.00010788030812960956
4959,0.00010779449496370777
3249,0.00010769236626171129
464,0.00010758511551148327
2486,0.00010753029009197248
5591,0.00010711699975165495
5276,0.00010703029658999044
163,0.00010692727846650698
6595,0.00010690041405680678
4832,0.0001066527668447212
1833,0.00010650851343326405
263,0.00010622868621775256
328,0.00010622868621775256
335,0.00010622868621775256
327,0.00010622868621775256
270,0.00010622868621775256
205,0.00010597262344060639
2344,0.00010590519434856045
802,0.00010582941236486408
2513,0.00010577541826682211
4480,0.00010569470303335967
15718,0.00010556950995811482
8265,0.00010549711254864572
5280,0.00010545456574617878
1911,0.00010544695264096418
1054,0.00010544515974091101
5290,0.00010541027069793502
8194,0.00010540403048633697
1230,0.00010537419118033934
5516,0.00010504676426388765
8611,0.00010482044323720008
2754,0.0001047392482443251
1454,0.00010454294457004466
20266,0.0001043715371539857
2329,0.00010429504351803513
3416,0.00010424495487811801
1024,0.00010385067906379345
820,0.00010384610574005389
5142,0.00010374975744745073
5564,0.00010371821422546259
902,0.00010370547169568826
3095,0.00010348477839514585
1294,0.00010336946188865271
4551,0.00010333044397756042
823,0.00010329187377830863
1011,0.0001032157424510484
2718,0.0001028375226127777
3006,0.00010283495544006026
11611,0.00010281819475167823
8025,0.00010279143131633067
4119,0.00010277048683022053
5109,0.00010257027283132194
4202,0.0001024725770431708
3058,0.0001023656300216237
2837,0.0001022883528177706
14811,0.00010226552187679498
4805,0.0001021827108533718
16169,0.0001021529202371834
548,0.0001020477225580667
235,0.0001016711897120991
1673,0.00010164465085648879
9885,0.00010147800448909945
128,0.00010144592256620339
8189,0.00010135508905064817
2195,0.0001013025442562143
4228,0.00010126657386869284
826,0.00010124562605212614
3355,0.00010120437126984678
4344,0.00010112787264577061
1942,0.00010111552271949807
6030,0.00010109704255580553
3383,0.00010101799325122835
4899,0.00010094078640593239
204,0.00010093515326017228
5106,0.00010078049894810131
2771,0.0001007061252169895
9794,0.00010069343452014852
4896,0.00010002057211350124
2855,9.998808387821845e-05
1526,9.996166316538105e-05
623,9.993505542844575e-05
9066,9.982430914543965e-05
5686,9.978565850007605e-05
9285,9.969238185081084e-05
1767,9.956709870996357e-05
9245,9.94151024149182e-05
1371,9.939510193558062e-05
